mode,fold,target,benchmark,subdir,instance_id,col_idx,weight
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_481,21787,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_495,21799,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_530,21838,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_572,21883,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_575,21886,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_579,21889,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_594,21906,0.004749404938083594
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_600,21914,0.004749404938083594
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_604,21918,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_649,21965,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_652,21969,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_661,21979,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_911,22245,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_934,22270,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_948,22284,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_974,22311,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_981,22319,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualpuzzles,,visualpuzzles_990,22329,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualwebbench,,action_prediction_2,22554,0.0056593901564853805
FIT-ALL-pinA,ALL,swebench,visualwebbench,,element_ocr_134,23171,0.0057567647757862835
FIT-ALL-pinA,ALL,swebench,visualwebbench,,element_ocr_216,23262,0.005711555130888771
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_105,23426,0.0019131919543630615
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_106,23427,0.0017255995049651207
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_107,23428,0.0018417343266493677
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_128,23451,0.0015673231690982552
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_133,23457,0.0017996388179361026
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_14,23458,0.0015674985022149177
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_16,23460,0.0020351299517384455
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_18,23462,0.0023282905806552767
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_2,23464,0.0028228765881361697
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_20,23465,0.0022252572235912896
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_24,23469,0.0019454206187218108
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_26,23471,0.0008842263963742963
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_29,23474,0.0007887042024507316
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_31,23477,0.0015668306840482447
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_32,23478,0.0014372044847999464
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_34,23480,0.0018403679182703184
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_50,23498,0.0018657022614318752
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_51,23499,0.0022572834795810998
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_61,23510,0.0017058183444116325
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_71,23521,0.001059419303148706
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_78,23528,0.0017551976238915827
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_84,23535,0.0012867963565424423
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_86,23537,0.0014215474029290911
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_92,23544,0.002494944578523045
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_96,23548,0.0013342153858513538
FIT-ALL-pinA,ALL,swebench,visualwebbench,,web_caption_98,23550,0.0017069866211924072
FIT-ALL-pinA,ALL,swebench,visualwebbench,,webqa_130,23586,0.005711555130888771
FIT-ALL-pinA,ALL,swebench,visualwebbench,,webqa_20,23663,0.005694166807124065
FIT-ALL-pinA,ALL,swebench,visualwebbench,,webqa_268,23737,0.005694166804014791
FIT-ALL-pinA,ALL,swebench,visualwebbench,,webqa_48,23805,0.005009400699272862
FIT-ALL-pinA,ALL,swebench,visualwebbench,,webqa_87,23846,0.005556630415890996
FIT-ALL-pinA,ALL,swebench_multimodal,acp_gen,acp_app_gen,93,81,-0.010853436631598407
FIT-ALL-pinA,ALL,swebench_multimodal,acp_gen,acp_nexta_gen,122,389,0.000883302683189053
FIT-ALL-pinA,ALL,swebench_multimodal,acp_gen,acp_prog_gen,27,530,0.021730439786998446
FIT-ALL-pinA,ALL,swebench_multimodal,acp_gen,acp_val_gen,88,843,-0.010853436631598292
FIT-ALL-pinA,ALL,swebench_multimodal,bfcl,agentic_memory_rec_sum,memory_rec_sum_45,1118,0.01689492775568289
FIT-ALL-pinA,ALL,swebench_multimodal,bfcl,multi_turn_miss_func,multi_turn_miss_func_168,3227,0.01465842261263422
FIT-ALL-pinA,ALL,swebench_multimodal,bfcl,non_live_simple_javascript,simple_javascript_42,4254,-0.2231396078691585
FIT-ALL-pinA,ALL,swebench_multimodal,debugbench,,python3_faulty indexing_decode-the-slanted-ciphertext,4569,0.016894927755682916
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-blur_offset_query_element,9_4_6,7794,0.0050012038660978714
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-blur_offset_query_id,4_4_6,8010,0.040678061527063096
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-blur_offset_query_id,6_0_3,8057,0.014005914274756861
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-offset_query_element,0_1_6,8358,-0.03329817819914231
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-offset_query_element,10_3_6,8406,-0.05401761680983934
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-offset_query_element,3_1_3,8537,-0.02850094349046495
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-offset_query_element,7_3_6,8694,-0.024673360465673706
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-offset_query_id,1_3_3,8909,0.034817972431051676
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-single_query_id,0_2_13,9225,0.0625663368183332
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-single_query_id,2_0_6,9288,-0.03158719788463486
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-single_query_id,2_1_6,9294,0.032079819975028755
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-single_query_id,2_2_13,9297,0.032079819975028755
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,list-single_query_id,4_3_3,9377,0.048070604878953344
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,onedoc-repeat,0_0_3,10025,-0.04230462005567619
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,onedoc-repeat,0_1_28,10030,-0.034263514359028586
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,onedoc-repeat,0_2_3,10037,-0.0317090531684641
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,onedoc-repeat,2_2_3,10097,-0.011977365080436418
FIT-ALL-pinA,ALL,swebench_multimodal,lifbench,onedoc-repeat,4_4_3,10169,-0.10030060434014655
FIT-ALL-pinA,ALL,swebench_multimodal,livecodebench,codegeneration,974,11194,0.014658422612634227
FIT-ALL-pinA,ALL,swebench_multimodal,mmmu,,validation_Accounting_2,13474,0.014658422612634227
FIT-ALL-pinA,ALL,swebench_multimodal,mmmu,,validation_Agriculture_2,13502,0.014658422612634227
FIT-ALL-pinA,ALL,swebench_multimodal,mmmu,,validation_Architecture_and_Engineering_7,13545,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,mmmu,,validation_Computer_Science_2,13727,0.014658422612634227
FIT-ALL-pinA,ALL,swebench_multimodal,mmmu,,validation_Electronics_1,13828,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,mmmu,,validation_Energy_and_Power_26,13861,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,mmmu,,validation_Materials_30,14049,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,mmmu,,validation_Math_23,14070,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,mmmu,,validation_Physics_5,14191,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_1_plan_generation,102,14286,-0.00601792460028309
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_1_plan_generation,143,14331,0.02173043978699843
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_1_plan_generation,267,14468,0.002921683297847054
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_1_plan_generation,333,14542,0.02173043978699843
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_1_plan_generation,395,14610,0.01689492775568336
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_1_plan_generation,408,14625,0.002921683297847054
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_1_plan_generation,420,14639,0.02173043978699843
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_1_plan_generation,475,14699,-0.00601792460028309
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_2_plan_optimality,176,14867,0.01689492775568336
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_2_plan_optimality,189,14881,-0.00601792460028309
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_2_plan_optimality,412,15130,-0.0019138287334680114
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_2_plan_optimality,481,15206,0.014658422612634227
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_2_plan_optimality,7,15249,-0.01085343663159815
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_2_plan_optimality,73,15253,0.01689492775568336
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_4_plan_reuse,128,15636,-0.0019138287334680114
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_4_plan_reuse,156,15667,0.002921683297847054
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_4_plan_reuse,286,15811,-0.0019138287334680114
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_4_plan_reuse,329,15859,-0.0019138287334680114
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_4_plan_reuse,400,15939,0.002921683297847054
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_4_plan_reuse,87,16090,0.002921683297847054
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_7_plan_execution,367,17010,0.00571881471450409
FIT-ALL-pinA,ALL,swebench_multimodal,planbench,task_8_1_goal_shuffling,375,17520,0.00571881471450409
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_if_python_codebleu,repobench_44,18969,0.09517150399601337
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_if_python_edit_similarity,repobench_19,19131,0.04050504900647371
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_if_python_edit_similarity,repobench_44,19287,0.021471281394577813
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xff_python_codebleu,repobench_105,19583,-0.047552962474869925
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xff_python_codebleu,repobench_13,19610,0.054717226211631
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xff_python_codebleu,repobench_229,19719,-0.013593847179361148
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xff_python_codebleu,repobench_252,19741,0.010866839581576714
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xff_python_codebleu,repobench_290,19783,0.06823533685140455
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xff_python_edit_similarity,repobench_257,20056,0.025655430397829793
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xff_python_edit_similarity,repobench_290,20093,-0.10678060010553476
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xff_python_edit_similarity,repobench_303,20108,-0.013443168706058977
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xfr_python_codebleu,repobench_211,20527,-0.02403082949482671
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xfr_python_codebleu,repobench_264,20584,-0.024005762388795596
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xfr_python_codebleu,repobench_291,20614,-0.03572902714375507
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xfr_python_codebleu,repobench_298,20620,-0.07009351766283782
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xfr_python_edit_similarity,repobench_145,20758,0.0737550604503668
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xfr_python_edit_similarity,repobench_154,20768,0.11108244328676248
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xfr_python_edit_similarity,repobench_236,20859,0.016414513508979833
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xfr_python_edit_similarity,repobench_290,20919,-0.018490933841753623
FIT-ALL-pinA,ALL,swebench_multimodal,repobench,repobench_xfr_python_exact_match,repobench_291,21162,0.014658422612634227
FIT-ALL-pinA,ALL,swebench_multimodal,visualpuzzles,,visualpuzzles_117,21402,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,visualpuzzles,,visualpuzzles_314,21615,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,visualpuzzles,,visualpuzzles_698,22019,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,visualpuzzles,,visualpuzzles_758,22084,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,visualpuzzles,,visualpuzzles_863,22194,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,visualpuzzles,,visualpuzzles_873,22204,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,visualwebbench,,action_prediction_0,22442,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,visualwebbench,,action_prediction_222,22580,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,visualwebbench,,action_prediction_237,22596,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,visualwebbench,,action_prediction_98,22721,0.0008833026831890233
FIT-ALL-pinA,ALL,swebench_multimodal,visualwebbench,,heading_ocr_40,23407,0.014658422612634227
FIT-ALL-pinA,ALL,swebench_multimodal,visualwebbench,,web_caption_56,23504,0.02636964122782268
FIT-ALL-pinA,ALL,swebench_multimodal,visualwebbench,,web_caption_77,23527,0.0006296914109927675
FIT-ALL-pinA,ALL,swebench_multimodal,visualwebbench,,web_caption_90,23542,0.02110769753197865
FIT-ALL-pinA,ALL,swebench_multimodal,visualwebbench,,webqa_192,23654,0.0008833026831890203
FIT-ALL-pinA,ALL,swebench_multimodal,visualwebbench,,webqa_215,23680,0.005718814714504088
FIT-ALL-pinA,ALL,swtbench,mmmu,,validation_Art_6,13574,0.0006542429467044939
FIT-ALL-pinA,ALL,swtbench,mmmu,,validation_Energy_and_Power_23,13858,0.0006542429467044991
FIT-ALL-pinA,ALL,swtbench,mmmu,,validation_Pharmacy_24,14155,0.0006542429467044857
FIT-ALL-pinA,ALL,swtbench,mmmu,,validation_Sociology_17,14262,0.0006542429467044753
FIT-ALL-pinA,ALL,swtbench,mmmu,,validation_Sociology_23,14268,0.0006542429467044806
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,106,16111,-0.001363481724921187
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,107,16112,-0.0013634817249211667
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,12,16126,-0.0013634817249211662
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,121,16128,-0.0013634817249211614
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,13,16137,-0.0013634817249211636
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,171,16183,-0.0013634817249211636
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,175,16187,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,184,16197,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,19,16203,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,190,16204,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,20,16215,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,208,16224,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,211,16228,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,218,16235,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,222,16240,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,223,16241,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,259,16280,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,264,16286,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,266,16288,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,268,16290,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,271,16294,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,277,16300,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,294,16319,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,296,16321,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,298,16323,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,300,16327,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,311,16339,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,317,16345,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,340,16371,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,343,16374,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,366,16399,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,41,16448,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,410,16449,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,415,16454,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,424,16464,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,43,16470,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,470,16515,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,476,16521,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,477,16522,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,483,16529,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,487,16533,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,49,16536,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,499,16546,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,51,16551,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,53,16553,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,60,16561,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,64,16565,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,67,16568,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,7,16571,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,75,16577,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,8,16582,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,planbench,task_5_plan_generalization,91,16595,-0.0013634817249211634
FIT-ALL-pinA,ALL,swtbench,visualpuzzles,,visualpuzzles_404,21708,0.0006542429467044834
FIT-ALL-pinA,ALL,swtbench,visualpuzzles,,visualpuzzles_803,22132,0.0006542429467044834
FIT-ALL-pinA,ALL,swtbench,visualpuzzles,,visualpuzzles_818,22147,0.0006542429467044834
FIT-ALL-pinA,ALL,swtbench,visualpuzzles,,visualpuzzles_913,22247,0.0006542429467044834
FIT-ALL-pinA,ALL,swtbench,visualpuzzles,,visualpuzzles_997,22336,0.0006542429467044834
FIT-ALL-pinA,ALL,swtbench,visualwebbench,,action_prediction_269,22631,0.0006542429467044834
FIT-ALL-pinA,ALL,swtbench,visualwebbench,,element_ground_108,22734,0.0006542429467044834
FIT-ALL-pinA,ALL,swtbench,visualwebbench,,element_ground_267,22910,0.0006542429467044834
FIT-ALL-pinA,ALL,swtbench,visualwebbench,,element_ground_65,23093,0.0006542429467044834
FIT-ALL-pinA,ALL,swtbench,visualwebbench,,element_ocr_19,23232,0.007037697693837098
FIT-ALL-pinA,ALL,swtbench,visualwebbench,,element_ocr_217,23263,-0.008843662169039345
