agent_run_id,metadata.exit_status,metadata.instance_id,metadata.model_name_or_path,metadata.model_stats.api_calls,metadata.model_stats.instance_cost,metadata.scores.resolved,metadata.trajectory_format,tag,created_at
07aa3722-65be-45dc-8d13-981e1085b2f8,APIError,astropy__astropy-14309,sbv-qwen2-5-coder-32b-instruct,3,0.0006587399999999999,0,mini-swe-agent-1,,
7c8eedf8-a8b6-45ee-aed6-9442e254d0e2,APIError,astropy__astropy-14365,sbv-qwen2-5-coder-32b-instruct,28,0.01323978,0,mini-swe-agent-1,,
56164a5b-eb67-40ac-9c51-c411ff8cb4f2,APIError,astropy__astropy-14369,sbv-qwen2-5-coder-32b-instruct,33,0.025351320000000004,0,mini-swe-agent-1,,
60e01113-431a-4758-8405-97361b15a17a,LimitsExceeded,astropy__astropy-14508,sbv-qwen2-5-coder-32b-instruct,250,0.42618680999999986,0,mini-swe-agent-1,,
47449699-6e2e-43ea-b4b0-31a322cea806,APIError,astropy__astropy-14539,sbv-qwen2-5-coder-32b-instruct,233,0.4196808599999998,0,mini-swe-agent-1,,
f282078d-72cf-44cc-9e91-40978b118848,APIError,astropy__astropy-14598,sbv-qwen2-5-coder-32b-instruct,15,0.006800400000000001,0,mini-swe-agent-1,,
2c658e48-c0c8-40a4-9682-acc5c9c3a030,APIError,astropy__astropy-14995,sbv-qwen2-5-coder-32b-instruct,51,0.036592679999999995,0,mini-swe-agent-1,,
d454edbf-1f8d-4368-8a98-15f6f08c3feb,Submitted,astropy__astropy-7166,sbv-qwen2-5-coder-32b-instruct,10,0.00346533,0,mini-swe-agent-1,,
40b27a7e-6413-4c0f-ba01-5c7666c8ddcb,Submitted,astropy__astropy-7336,sbv-qwen2-5-coder-32b-instruct,15,0.0041116799999999995,1,mini-swe-agent-1,,
6b5ced01-ae6f-4c38-b086-613481fb5e68,APIError,astropy__astropy-7606,sbv-qwen2-5-coder-32b-instruct,14,0.0026120399999999995,0,mini-swe-agent-1,,
7c913315-673f-45f7-b018-727382152b9f,Submitted,astropy__astropy-7671,sbv-qwen2-5-coder-32b-instruct,10,0.0021344099999999998,1,mini-swe-agent-1,,
a237357b-cff1-44da-95e2-6c610cbac834,Submitted,astropy__astropy-8707,sbv-qwen2-5-coder-32b-instruct,69,0.07477793999999996,0,mini-swe-agent-1,,
ee943cdc-ae79-4293-8cf0-11da040fac96,APIError,astropy__astropy-8872,sbv-qwen2-5-coder-32b-instruct,74,0.05716571999999999,0,mini-swe-agent-1,,
5f4fb426-8273-4497-8f88-4f43d30a1d15,APIError,django__django-10097,sbv-qwen2-5-coder-32b-instruct,25,0.01073922,0,mini-swe-agent-1,,
922439ff-c859-4d24-ba69-7f8cd17b9e68,Submitted,django__django-10554,sbv-qwen2-5-coder-32b-instruct,38,0.02675808,0,mini-swe-agent-1,,
f91dd97d-6bd7-4974-a955-6fc17ae316ba,Submitted,django__django-10880,sbv-qwen2-5-coder-32b-instruct,24,0.015499289999999997,0,mini-swe-agent-1,,
93e82b20-b6bc-47b1-974b-e30fc253c936,APIError,django__django-10914,sbv-qwen2-5-coder-32b-instruct,44,0.03661011,0,mini-swe-agent-1,,
53c4d51d-028f-471f-9ea3-8d40daba0c38,APIError,django__django-10973,sbv-qwen2-5-coder-32b-instruct,17,0.0049794,0,mini-swe-agent-1,,
1b518638-d1c9-45eb-8067-ff5be46b9fe6,Submitted,django__django-10999,sbv-qwen2-5-coder-32b-instruct,15,0.005775240000000001,0,mini-swe-agent-1,,
4461ac8e-d5a5-4d9d-9ef9-aff217be354e,Submitted,django__django-11066,sbv-qwen2-5-coder-32b-instruct,4,0.0004973099999999999,1,mini-swe-agent-1,,
ed06a43e-d745-4462-a9a2-bc43f33b887a,APIError,django__django-11087,sbv-qwen2-5-coder-32b-instruct,38,0.017313389999999994,0,mini-swe-agent-1,,
c781dbd0-a2f7-4c24-b6f8-7636a26e885b,Submitted,django__django-11095,sbv-qwen2-5-coder-32b-instruct,27,0.010321649999999998,0,mini-swe-agent-1,,
39b79d8f-a8c5-4a79-b240-64ee964cc6ae,Submitted,django__django-11099,sbv-qwen2-5-coder-32b-instruct,27,0.01625583,0,mini-swe-agent-1,,
2309c253-2bf4-4a7c-8aee-2497d5ac9cff,Submitted,django__django-11119,sbv-qwen2-5-coder-32b-instruct,13,0.0035544899999999996,1,mini-swe-agent-1,,
39ace471-60cd-4edb-807c-819fed9193c2,Submitted,django__django-11133,sbv-qwen2-5-coder-32b-instruct,16,0.00607779,0,mini-swe-agent-1,,
85b114fa-0c6b-4dea-89a3-7befee184131,Submitted,django__django-11138,sbv-qwen2-5-coder-32b-instruct,13,0.00348792,0,mini-swe-agent-1,,
3bb3be9f-8712-4ebb-8446-b531d3524d4e,Submitted,django__django-11141,sbv-qwen2-5-coder-32b-instruct,13,0.00316533,0,mini-swe-agent-1,,
015df018-da89-49fb-97f9-dbc802616d5d,Submitted,django__django-11149,sbv-qwen2-5-coder-32b-instruct,48,0.026660550000000005,0,mini-swe-agent-1,,
5b0a2d4f-5bd7-4ca1-aba4-61d9b158cfed,Submitted,django__django-11163,sbv-qwen2-5-coder-32b-instruct,19,0.003815429999999999,1,mini-swe-agent-1,,
1ba5b3e2-bc82-449e-8678-d46f62df914a,APIError,django__django-11179,sbv-qwen2-5-coder-32b-instruct,63,0.05894829,0,mini-swe-agent-1,,
f995e71b-c6ca-4e50-832a-014f8866ddf0,APIError,django__django-11206,sbv-qwen2-5-coder-32b-instruct,30,0.01806213,0,mini-swe-agent-1,,
1ce50f00-ec6f-4829-9012-d581cde28fb7,Submitted,django__django-11211,sbv-qwen2-5-coder-32b-instruct,18,0.010430489999999999,0,mini-swe-agent-1,,
cadc56a1-659e-40e5-b932-520c49e47f32,Submitted,django__django-11239,sbv-qwen2-5-coder-32b-instruct,7,0.00127488,0,mini-swe-agent-1,,
b55c1130-f23f-4693-8c63-9a1255354ab0,Submitted,django__django-11265,sbv-qwen2-5-coder-32b-instruct,10,0.00485199,0,mini-swe-agent-1,,
5b28c901-0c55-4677-b8f7-3e1af139ad8c,Submitted,django__django-11276,sbv-qwen2-5-coder-32b-instruct,8,0.00107658,0,mini-swe-agent-1,,
97ee97a0-cb50-4649-a32e-bdb0a1d6eb9c,Submitted,django__django-11292,sbv-qwen2-5-coder-32b-instruct,12,0.0017548499999999996,0,mini-swe-agent-1,,
8aad7b56-a0c8-49e4-8761-c8a67ea02ea5,APIError,django__django-11299,sbv-qwen2-5-coder-32b-instruct,38,0.01817256,0,mini-swe-agent-1,,
e6db053b-9584-4c4e-912c-128013b3fef8,Submitted,django__django-11333,sbv-qwen2-5-coder-32b-instruct,4,0.0008961899999999999,0,mini-swe-agent-1,,
bfadaf9e-bd5d-4904-956e-5064a3a5ed17,Submitted,django__django-11400,sbv-qwen2-5-coder-32b-instruct,47,0.02632317,0,mini-swe-agent-1,,
f1f30beb-c5ed-45ef-9d8d-f483609e25fc,Submitted,django__django-11433,sbv-qwen2-5-coder-32b-instruct,21,0.01034538,0,mini-swe-agent-1,,
7d076292-0195-4a58-8f77-b247d5c89a54,APIError,django__django-11451,sbv-qwen2-5-coder-32b-instruct,29,0.006333089999999999,0,mini-swe-agent-1,,
7f0a63b4-fd21-4e17-bc9e-38734c985317,APIError,django__django-11477,sbv-qwen2-5-coder-32b-instruct,30,0.01034964,0,mini-swe-agent-1,,
b3e76b6c-c2d0-4171-96e1-f5f843bcd3e5,APIError,django__django-11490,sbv-qwen2-5-coder-32b-instruct,8,0.0022103699999999997,0,mini-swe-agent-1,,
7671bca0-66cf-4899-9355-e227a8bea1a3,Submitted,django__django-11532,sbv-qwen2-5-coder-32b-instruct,19,0.00853089,0,mini-swe-agent-1,,
c4dcfb14-ac47-4a36-a99f-733ac32ffed7,APIError,django__django-11551,sbv-qwen2-5-coder-32b-instruct,11,0.0033205499999999994,0,mini-swe-agent-1,,
ee42fce2-b2b1-42a3-920a-da1f02c5d970,Submitted,django__django-11555,sbv-qwen2-5-coder-32b-instruct,40,0.019605119999999997,0,mini-swe-agent-1,,
03401702-b744-4aef-9eba-a03a8e120934,APIError,django__django-11603,sbv-qwen2-5-coder-32b-instruct,56,0.059300309999999995,0,mini-swe-agent-1,,
9cb71887-6200-4bfb-aac2-b7271c3d770f,Submitted,django__django-11728,sbv-qwen2-5-coder-32b-instruct,38,0.029482859999999996,0,mini-swe-agent-1,,
cb15f72e-42c3-4aac-888c-8a210629d107,APIError,django__django-11734,sbv-qwen2-5-coder-32b-instruct,82,0.10351073999999999,0,mini-swe-agent-1,,
642a62f9-8c74-41fa-bab7-cf7dea962f8f,Submitted,django__django-11740,sbv-qwen2-5-coder-32b-instruct,42,0.037321709999999994,0,mini-swe-agent-1,,
f9828d72-e907-4dbb-a8e8-58f62a009ca0,APIError,django__django-11749,sbv-qwen2-5-coder-32b-instruct,32,0.02290959,0,mini-swe-agent-1,,
ed3da08b-7f2a-4e82-917d-30c62f422dd1,Submitted,django__django-11790,sbv-qwen2-5-coder-32b-instruct,75,0.055494360000000006,0,mini-swe-agent-1,,
64fd2c58-c7fd-4310-8fc3-1c20905f7760,RetryError,django__django-11815,sbv-qwen2-5-coder-32b-instruct,5,0.0016423499999999997,0,mini-swe-agent-1,,
8f71e18c-4325-4d17-8935-a1cb89c90552,Submitted,django__django-11820,sbv-qwen2-5-coder-32b-instruct,10,0.00197127,0,mini-swe-agent-1,,
d4ac3d0a-c7f8-467c-bea7-c37ed74ddc79,APIError,django__django-11848,sbv-qwen2-5-coder-32b-instruct,28,0.020617949999999996,0,mini-swe-agent-1,,
c53486af-edce-4c6a-b916-8df15c17d379,Submitted,django__django-11880,sbv-qwen2-5-coder-32b-instruct,20,0.00897612,0,mini-swe-agent-1,,
664a909b-fb2f-4c2f-813c-2190af164672,Submitted,django__django-11885,sbv-qwen2-5-coder-32b-instruct,18,0.00470253,0,mini-swe-agent-1,,
9ca335ce-66f6-44c3-a63b-798d89263ba1,Submitted,django__django-11951,sbv-qwen2-5-coder-32b-instruct,11,0.0021464699999999997,0,mini-swe-agent-1,,
68f1012c-3923-4b43-aef0-9eb8dd2f8f34,APIError,django__django-11964,sbv-qwen2-5-coder-32b-instruct,77,0.12545025,0,mini-swe-agent-1,,
ff3b4314-53de-452c-ac73-f2f6f205e4bd,APIError,django__django-11999,sbv-qwen2-5-coder-32b-instruct,69,0.06146282999999999,0,mini-swe-agent-1,,
0111ea5d-648c-4979-8b2e-a91bd10dcad1,LimitsExceeded,django__django-12039,sbv-qwen2-5-coder-32b-instruct,250,0.6324801299999996,0,mini-swe-agent-1,,
fbf51238-2d2f-4a7a-a5fc-b324be0754a5,APIError,django__django-12050,sbv-qwen2-5-coder-32b-instruct,34,0.016900949999999998,0,mini-swe-agent-1,,
20cc65c2-9796-4231-afc6-61c7810ab8b1,APIError,django__django-12125,sbv-qwen2-5-coder-32b-instruct,17,0.00425742,0,mini-swe-agent-1,,
dedff816-12c6-4d9f-8f26-9d763f25bad5,APIError,django__django-12143,sbv-qwen2-5-coder-32b-instruct,18,0.0031985399999999993,0,mini-swe-agent-1,,
d6158149-75dd-488f-af6d-3d77bc37afa8,APIError,django__django-12155,sbv-qwen2-5-coder-32b-instruct,18,0.0035805,0,mini-swe-agent-1,,
ed19377b-955a-4efc-a5a2-5bff9fd9fc06,APIError,django__django-12193,sbv-qwen2-5-coder-32b-instruct,59,0.033599339999999984,0,mini-swe-agent-1,,
0bc6a356-4200-4c49-8afb-e7d84cdc5c1f,APIError,django__django-12209,sbv-qwen2-5-coder-32b-instruct,24,0.006854069999999998,0,mini-swe-agent-1,,
9a6e57d4-1f99-4213-809c-6b494be8e85c,APIError,django__django-12262,sbv-qwen2-5-coder-32b-instruct,35,0.0167826,0,mini-swe-agent-1,,
1789f3be-41f3-4206-9374-9bd0799a65f3,APIError,django__django-12273,sbv-qwen2-5-coder-32b-instruct,36,0.026147939999999998,0,mini-swe-agent-1,,
e27d374f-859b-4bd2-bbef-74211a654497,Submitted,django__django-12276,sbv-qwen2-5-coder-32b-instruct,21,0.00701607,0,mini-swe-agent-1,,
b093427a-a2a4-4394-9e73-d6f00951d5ea,APIError,django__django-12304,sbv-qwen2-5-coder-32b-instruct,143,0.24477252,0,mini-swe-agent-1,,
bba95b2d-de8c-4e61-90a5-510bef405b07,APIError,django__django-12308,sbv-qwen2-5-coder-32b-instruct,19,0.00741444,0,mini-swe-agent-1,,
5c7da1e4-2848-4b28-8572-7c8b76faabdc,APIError,django__django-12325,sbv-qwen2-5-coder-32b-instruct,61,0.10152251999999998,0,mini-swe-agent-1,,
ae54a307-6c8d-4f7b-9f73-96484c0fbb4f,APIError,django__django-12406,sbv-qwen2-5-coder-32b-instruct,85,0.08416368,0,mini-swe-agent-1,,
4345d2ac-c1c4-4951-a495-c8166ad20ea6,Submitted,django__django-12419,sbv-qwen2-5-coder-32b-instruct,24,0.00860247,1,mini-swe-agent-1,,
8ccd96ec-444d-4983-a81a-afeb2552e136,Submitted,django__django-12663,sbv-qwen2-5-coder-32b-instruct,5,0.00124323,0,mini-swe-agent-1,,
14164a27-51da-4014-953a-020203a064ca,Submitted,django__django-12708,sbv-qwen2-5-coder-32b-instruct,12,0.00412326,0,mini-swe-agent-1,,
8fa650e9-6cb1-40c0-af33-053bd9bf6418,APIError,django__django-12713,sbv-qwen2-5-coder-32b-instruct,16,0.00580452,0,mini-swe-agent-1,,
b87012a2-b88c-4fdb-9ed9-a579520e9b73,Submitted,django__django-12741,sbv-qwen2-5-coder-32b-instruct,6,0.00068472,0,mini-swe-agent-1,,
2851361d-40fa-4b8b-9f4a-7f11c73a645a,RetryError,django__django-12754,sbv-qwen2-5-coder-32b-instruct,161,0.4209609899999999,0,mini-swe-agent-1,,
9117b37a-93df-4d0a-8cd2-bddf59cfdfd8,APIError,django__django-12774,sbv-qwen2-5-coder-32b-instruct,22,0.00838848,0,mini-swe-agent-1,,
47d6a321-2fc8-46c5-aa66-339f028d10bb,APIError,django__django-12858,sbv-qwen2-5-coder-32b-instruct,27,0.01403097,0,mini-swe-agent-1,,
bdfd2555-8ebe-487d-ad6a-0f0d7c755572,Submitted,django__django-12965,sbv-qwen2-5-coder-32b-instruct,41,0.03688386,0,mini-swe-agent-1,,
25f8afb8-0b66-49e5-8e18-db537afadb08,APIError,django__django-13012,sbv-qwen2-5-coder-32b-instruct,47,0.03661748999999999,0,mini-swe-agent-1,,
c455e474-f879-4ac1-b4ab-5fa72b8a5173,APIError,django__django-13023,sbv-qwen2-5-coder-32b-instruct,35,0.019873649999999996,0,mini-swe-agent-1,,
8315f2f8-3405-4c27-a578-c4e1ee928096,APIError,django__django-13028,sbv-qwen2-5-coder-32b-instruct,36,0.026696489999999996,0,mini-swe-agent-1,,
763def3e-b4fd-4495-b0fe-997df0d1d6dc,APIError,django__django-13033,sbv-qwen2-5-coder-32b-instruct,37,0.0134784,0,mini-swe-agent-1,,
efbb6892-4c86-4296-ad52-bdaf7e0883bc,Submitted,django__django-13089,sbv-qwen2-5-coder-32b-instruct,11,0.00222024,0,mini-swe-agent-1,,
c7872c35-f68b-4ea3-9c9c-9ab2e46aef3a,Submitted,django__django-13109,sbv-qwen2-5-coder-32b-instruct,6,0.00082116,0,mini-swe-agent-1,,
5e01bb5b-8735-43c4-8376-41a18bde0404,RetryError,django__django-13112,sbv-qwen2-5-coder-32b-instruct,221,0.4851727200000001,0,mini-swe-agent-1,,
95d94bc9-143d-4908-b598-4c0c1cd02aa7,APIError,django__django-13121,sbv-qwen2-5-coder-32b-instruct,63,0.05453570999999999,0,mini-swe-agent-1,,
ade03205-dced-47f4-8b8a-c57112ea8927,RetryError,django__django-13158,sbv-qwen2-5-coder-32b-instruct,129,0.3386514,0,mini-swe-agent-1,,
dd53a359-99f5-4f5f-be58-d4201af2e9ab,APIError,django__django-13195,sbv-qwen2-5-coder-32b-instruct,36,0.021090719999999997,0,mini-swe-agent-1,,
50003a64-892e-41e8-8a27-01f4e3eec32e,Submitted,django__django-13212,sbv-qwen2-5-coder-32b-instruct,10,0.00284412,0,mini-swe-agent-1,,
15bbf924-dbf0-45f0-9993-32f4662c8035,Submitted,django__django-13279,sbv-qwen2-5-coder-32b-instruct,28,0.010115339999999997,0,mini-swe-agent-1,,
b12a4bb6-f7df-4911-9cf9-e2ee2bb99c96,RetryError,django__django-13297,sbv-qwen2-5-coder-32b-instruct,109,0.16938137999999997,0,mini-swe-agent-1,,
1c9f32c0-ef45-4ed7-bd73-03ff217e4b43,APIError,django__django-13315,sbv-qwen2-5-coder-32b-instruct,71,0.09438489000000001,0,mini-swe-agent-1,,
baec6049-8ca6-40e7-bc0d-41198e30ee67,RetryError,django__django-13343,sbv-qwen2-5-coder-32b-instruct,91,0.13046456999999992,0,mini-swe-agent-1,,
b0c4aa0d-5b26-4682-8612-ead62d33f5f4,Submitted,django__django-13344,sbv-qwen2-5-coder-32b-instruct,71,0.03694101000000001,0,mini-swe-agent-1,,
5cf3de88-7034-4c54-ba0d-c2c844a5087b,RetryError,django__django-13346,sbv-qwen2-5-coder-32b-instruct,127,0.18961973999999998,0,mini-swe-agent-1,,
94599259-5198-4856-a8a5-215b9e3247d3,APIError,django__django-13363,sbv-qwen2-5-coder-32b-instruct,76,0.09695258999999998,0,mini-swe-agent-1,,
07ec9ebf-79fe-4457-b954-ad4151d6e934,APIError,django__django-13401,sbv-qwen2-5-coder-32b-instruct,15,0.00310767,0,mini-swe-agent-1,,
0b3170eb-d693-4bcf-ac1e-22749f1ef4d8,APIError,django__django-13406,sbv-qwen2-5-coder-32b-instruct,63,0.05664162000000002,0,mini-swe-agent-1,,
756ecb45-b660-40b2-891a-e3fe96ae416d,Submitted,django__django-13410,sbv-qwen2-5-coder-32b-instruct,12,0.0019322099999999997,1,mini-swe-agent-1,,
3e07f98a-ee82-4f8c-b993-15a78875b0d5,APIError,django__django-13417,sbv-qwen2-5-coder-32b-instruct,32,0.013555290000000001,0,mini-swe-agent-1,,
ca689f07-ae2c-4d75-8695-7a3d44184b02,APIError,django__django-13449,sbv-qwen2-5-coder-32b-instruct,14,0.0039961499999999995,0,mini-swe-agent-1,,
4a81aec9-0da8-477e-b758-a56dbc5eb8a1,Submitted,django__django-13512,sbv-qwen2-5-coder-32b-instruct,19,0.0075569700000000005,0,mini-swe-agent-1,,
1923e48a-35ea-4665-9daf-14be8486b430,Submitted,django__django-13513,sbv-qwen2-5-coder-32b-instruct,15,0.0034608900000000003,0,mini-swe-agent-1,,
886e2c93-5a4d-41d0-8eef-4a677b167a87,Submitted,django__django-13516,sbv-qwen2-5-coder-32b-instruct,13,0.00248343,0,mini-swe-agent-1,,
99a3f0bd-e692-4633-990e-fb796fea7e6d,Submitted,django__django-13551,sbv-qwen2-5-coder-32b-instruct,15,0.0038383499999999986,0,mini-swe-agent-1,,
d4bbba4d-1b44-4aac-8dd1-99eb743a3fd1,Submitted,django__django-13568,sbv-qwen2-5-coder-32b-instruct,14,0.0024395700000000003,0,mini-swe-agent-1,,
c1c0f75b-fad2-45b0-9939-6f394d280f62,Submitted,django__django-13569,sbv-qwen2-5-coder-32b-instruct,14,0.0024187499999999995,0,mini-swe-agent-1,,
e055430b-90ff-467c-ab7c-94aaa2d847c1,APIError,django__django-13590,sbv-qwen2-5-coder-32b-instruct,68,0.06883233000000001,0,mini-swe-agent-1,,
02246764-bd21-4248-a6ee-e88694407a02,Submitted,django__django-13658,sbv-qwen2-5-coder-32b-instruct,5,0.0005658,1,mini-swe-agent-1,,
b8836108-cfab-49dd-b1db-ac9769fe7285,Submitted,django__django-13670,sbv-qwen2-5-coder-32b-instruct,53,0.07357787999999998,1,mini-swe-agent-1,,
67a5236d-3c7e-4b38-b067-75db03c926b8,Submitted,django__django-13741,sbv-qwen2-5-coder-32b-instruct,27,0.006666719999999999,0,mini-swe-agent-1,,
67c81574-c280-4a13-8c38-8aa7a001eebb,APIError,django__django-13786,sbv-qwen2-5-coder-32b-instruct,4,0.0008474099999999998,0,mini-swe-agent-1,,
8b927f70-dd4b-4fd7-aea8-fe38a3bb6235,Submitted,django__django-13794,sbv-qwen2-5-coder-32b-instruct,17,0.0061674,0,mini-swe-agent-1,,
c00bf3c2-c5d1-4e4f-a3b9-f48b2eb75d1f,Submitted,django__django-13807,sbv-qwen2-5-coder-32b-instruct,6,0.00093687,0,mini-swe-agent-1,,
9d550feb-57b9-4019-b6b3-58811795b3f2,RetryError,django__django-13809,sbv-qwen2-5-coder-32b-instruct,105,0.23671946999999993,0,mini-swe-agent-1,,
9c8f80a6-3097-4cd7-8629-3a96bd265bdf,APIError,django__django-13810,sbv-qwen2-5-coder-32b-instruct,29,0.01395309,0,mini-swe-agent-1,,
66a2b6dd-a467-493c-bdcf-2921c707e585,Submitted,django__django-13820,sbv-qwen2-5-coder-32b-instruct,6,0.00152433,1,mini-swe-agent-1,,
dbc0086e-543b-4e49-bab8-373157b8f7e5,Submitted,django__django-13821,sbv-qwen2-5-coder-32b-instruct,10,0.0024764099999999996,0,mini-swe-agent-1,,
69cc6cce-0210-49ca-bd13-5813c97556a8,Submitted,django__django-13837,sbv-qwen2-5-coder-32b-instruct,10,0.0029733,0,mini-swe-agent-1,,
0fc01478-f3df-4d39-b771-aeeecc743d08,Submitted,django__django-13925,sbv-qwen2-5-coder-32b-instruct,13,0.0031891199999999993,0,mini-swe-agent-1,,
18982f7a-40d4-4401-9090-c53699b0c3e9,Submitted,django__django-13933,sbv-qwen2-5-coder-32b-instruct,17,0.00486315,0,mini-swe-agent-1,,
bf48f2df-6df1-4c3d-9bd1-b25e1b778471,RetryError,django__django-13964,sbv-qwen2-5-coder-32b-instruct,110,0.17270480999999988,0,mini-swe-agent-1,,
c927b337-cc88-4a7d-8e11-0ec205ab1884,APIError,django__django-14007,sbv-qwen2-5-coder-32b-instruct,69,0.06991988999999998,0,mini-swe-agent-1,,
61f3d83b-d385-4168-a333-b62703962f0c,Submitted,django__django-14011,sbv-qwen2-5-coder-32b-instruct,5,0.00064281,0,mini-swe-agent-1,,
50422825-3d83-4e1a-a5ec-5111d7f0794a,APIError,django__django-14017,sbv-qwen2-5-coder-32b-instruct,24,0.00570225,0,mini-swe-agent-1,,
36241a4d-3b2d-4155-b383-d1ead5d98582,APIError,django__django-14034,sbv-qwen2-5-coder-32b-instruct,51,0.03477786000000001,0,mini-swe-agent-1,,
a870fd6a-c1db-4abb-9268-bdfb1a6e6f6b,Submitted,django__django-14053,sbv-qwen2-5-coder-32b-instruct,45,0.022469549999999998,0,mini-swe-agent-1,,
65321afa-0966-4800-8538-b34927b84ef5,Submitted,django__django-14089,sbv-qwen2-5-coder-32b-instruct,8,0.0014423699999999997,0,mini-swe-agent-1,,
bd52550a-fb49-4ffe-baed-5096b94c3bfc,APIError,django__django-14122,sbv-qwen2-5-coder-32b-instruct,46,0.02572883999999999,0,mini-swe-agent-1,,
830421e6-5805-49d1-b179-7d60c0efb928,APIError,django__django-14140,sbv-qwen2-5-coder-32b-instruct,52,0.04486695,0,mini-swe-agent-1,,
15771b78-0f30-49a6-a2ba-e16637c2e2d8,APIError,django__django-14155,sbv-qwen2-5-coder-32b-instruct,7,0.0012497399999999998,0,mini-swe-agent-1,,
2a47e0dc-40ac-43a1-9927-b5ae99b602b8,APIError,django__django-14170,sbv-qwen2-5-coder-32b-instruct,71,0.09218679,0,mini-swe-agent-1,,
4a5547d3-200d-4ca0-b687-c1a273d0619c,Submitted,django__django-14238,sbv-qwen2-5-coder-32b-instruct,6,0.0015931199999999997,1,mini-swe-agent-1,,
d09ec764-2abc-49bb-ab9f-a66512167c02,RetryError,django__django-14311,sbv-qwen2-5-coder-32b-instruct,94,0.13745895,0,mini-swe-agent-1,,
4f9c4e5e-6a8c-4077-98e4-072291fb5883,Submitted,django__django-14315,sbv-qwen2-5-coder-32b-instruct,21,0.006658379999999999,0,mini-swe-agent-1,,
1a3e81e9-54cb-4eb2-8079-299bff43b5c8,APIError,django__django-14349,sbv-qwen2-5-coder-32b-instruct,10,0.0027802199999999995,0,mini-swe-agent-1,,
756e6f29-44e5-4a45-af59-090c8a732e72,APIError,django__django-14351,sbv-qwen2-5-coder-32b-instruct,40,0.038029860000000006,0,mini-swe-agent-1,,
28fb5915-d4e7-4d80-85c7-8e8491136993,Submitted,django__django-14373,sbv-qwen2-5-coder-32b-instruct,23,0.00544938,1,mini-swe-agent-1,,
63b3d56c-7b27-46b1-b738-0732ab758f76,Submitted,django__django-14376,sbv-qwen2-5-coder-32b-instruct,11,0.004375769999999999,0,mini-swe-agent-1,,
07b26e21-3a2f-43a6-b310-0d3df10d642e,Submitted,django__django-14404,sbv-qwen2-5-coder-32b-instruct,5,0.00050424,0,mini-swe-agent-1,,
f821cc6e-34a8-4d56-a215-b8c9c2a8aab5,Submitted,django__django-14434,sbv-qwen2-5-coder-32b-instruct,34,0.0157437,0,mini-swe-agent-1,,
2f6a7bb2-35b7-4cda-95e7-d1cb31cf323b,APIError,django__django-14493,sbv-qwen2-5-coder-32b-instruct,10,0.0014530199999999997,0,mini-swe-agent-1,,
1da46b7d-797f-421a-80ea-feb72d451fa8,Submitted,django__django-14500,sbv-qwen2-5-coder-32b-instruct,40,0.020860379999999998,0,mini-swe-agent-1,,
1510ceca-9e43-402c-87c6-376fd322e377,Submitted,django__django-14534,sbv-qwen2-5-coder-32b-instruct,14,0.00685575,0,mini-swe-agent-1,,
943a507e-757c-42ad-a8d6-a9aa88ed9c64,APIError,django__django-14539,sbv-qwen2-5-coder-32b-instruct,32,0.023366759999999997,0,mini-swe-agent-1,,
d0d67476-7d83-406f-897f-853d33a7c3db,Submitted,django__django-14559,sbv-qwen2-5-coder-32b-instruct,17,0.007194539999999999,0,mini-swe-agent-1,,
c3afad5f-2cd6-45f8-8aa5-7322e315b66c,Submitted,django__django-14580,sbv-qwen2-5-coder-32b-instruct,17,0.00766281,0,mini-swe-agent-1,,
