agent_run_id,metadata.exit_status,metadata.instance_id,metadata.model_name_or_path,metadata.model_stats.api_calls,metadata.model_stats.instance_cost,metadata.scores.resolved,created_at
b19708b2-bed3-47c3-91dc-729a21ca99ac,Submitted,django__django-13406,20250726_mini-v1.0.0_claude-sonnet-4-20250514,39,0.36116309999999996,1,
48811190-8634-4676-88b2-a4817bae8988,Submitted,django__django-13410,20250726_mini-v1.0.0_claude-sonnet-4-20250514,24,0.19264320000000001,1,
ed346e04-3dbd-499b-9672-cadd266d28e4,Submitted,django__django-13417,20250726_mini-v1.0.0_claude-sonnet-4-20250514,33,0.28075680000000003,1,
bc8fb806-5074-4461-b4e7-a0c2ab3a3778,Submitted,astropy__astropy-12907,20250726_mini-v1.0.0_claude-sonnet-4-20250514,22,0.19192425000000005,1,
bd4a9122-9152-483b-88a6-03db57b6a994,Submitted,astropy__astropy-13033,20250726_mini-v1.0.0_claude-sonnet-4-20250514,13,0.11173334999999998,0,
ec90c241-a7e2-45a2-8222-96e1c8e759f2,Submitted,astropy__astropy-13236,20250726_mini-v1.0.0_claude-sonnet-4-20250514,24,0.18523575000000003,0,
95e9b6f3-1dfc-45e7-a3a2-25c00ec79473,Submitted,astropy__astropy-13398,20250726_mini-v1.0.0_claude-sonnet-4-20250514,53,1.26683565,0,
2f54f785-a3bd-4ed0-ab04-984f12fe5fef,Submitted,astropy__astropy-13453,20250726_mini-v1.0.0_claude-sonnet-4-20250514,54,0.6179143500000002,1,
d2ea850b-24cf-4ce7-a027-e5e5c2892f6f,Submitted,astropy__astropy-13579,20250726_mini-v1.0.0_claude-sonnet-4-20250514,34,0.52605015,1,
db860245-5746-42bd-ac21-0f82fae3c569,Submitted,astropy__astropy-13977,20250726_mini-v1.0.0_claude-sonnet-4-20250514,37,0.30170189999999997,0,
fec1244c-1d60-4427-9992-912ae728b41c,Submitted,astropy__astropy-14096,20250726_mini-v1.0.0_claude-sonnet-4-20250514,21,0.1739997,1,
0321a3d6-d104-4430-b1f7-1c2cc36e5950,Submitted,astropy__astropy-14182,20250726_mini-v1.0.0_claude-sonnet-4-20250514,32,0.28983015,0,
aa0cafe4-d09e-4974-96ef-8b914ec29e10,Submitted,astropy__astropy-14309,20250726_mini-v1.0.0_claude-sonnet-4-20250514,12,0.1329699,1,
1e65ff6c-36ea-4a5c-801a-2f97375261a3,Submitted,astropy__astropy-14365,20250726_mini-v1.0.0_claude-sonnet-4-20250514,27,0.23224469999999997,0,
8bb68679-e68b-4e3f-9da6-8ae25b587b01,Submitted,astropy__astropy-14369,20250726_mini-v1.0.0_claude-sonnet-4-20250514,32,0.3239469,1,
277d8ec2-9adf-4718-b926-77ea2cac024d,Submitted,astropy__astropy-14508,20250726_mini-v1.0.0_claude-sonnet-4-20250514,24,0.1948866,0,
da88a585-676d-4c65-8a4c-6f0c11452d0e,Submitted,django__django-17087,20250726_mini-v1.0.0_claude-sonnet-4-20250514,33,0.33342705000000006,1,
66dad328-94a2-4329-b4b4-c8fab19b28cc,Submitted,django__django-7530,20250726_mini-v1.0.0_claude-sonnet-4-20250514,25,0.19159065000000003,1,
0cd78fdf-b07f-4c94-b248-e06c642430e2,Submitted,django__django-9296,20250726_mini-v1.0.0_claude-sonnet-4-20250514,17,0.11976434999999998,1,
550d502b-0d0c-4746-b309-05e0dff32b98,Submitted,matplotlib__matplotlib-13989,20250726_mini-v1.0.0_claude-sonnet-4-20250514,29,0.2672226,1,
f8a4d7fa-ebf8-4c15-9884-879dcb2e2161,Submitted,matplotlib__matplotlib-14623,20250726_mini-v1.0.0_claude-sonnet-4-20250514,52,0.42436905,1,
1acab3bf-ec95-41e4-a755-18d353a8d468,Submitted,matplotlib__matplotlib-20488,20250726_mini-v1.0.0_claude-sonnet-4-20250514,92,1.3570416,1,
7678e6d7-ac0b-4261-b97c-c7fc6cc260d1,Submitted,matplotlib__matplotlib-20676,20250726_mini-v1.0.0_claude-sonnet-4-20250514,56,0.4718723999999999,0,
44b1c7e2-5516-4260-8d06-0ee85d720599,Submitted,matplotlib__matplotlib-20826,20250726_mini-v1.0.0_claude-sonnet-4-20250514,59,0.5867505,1,
0985fe3b-d2fd-4bee-99fa-d54dcd5107bd,Submitted,matplotlib__matplotlib-20859,20250726_mini-v1.0.0_claude-sonnet-4-20250514,22,0.1577001,1,
d3fc12a1-da7b-4264-92d6-df4cd545cb65,Submitted,matplotlib__matplotlib-21568,20250726_mini-v1.0.0_claude-sonnet-4-20250514,71,0.8669653499999999,0,
0e68eebc-c139-46ca-8ba7-f5d52e30f280,Submitted,matplotlib__matplotlib-22719,20250726_mini-v1.0.0_claude-sonnet-4-20250514,21,0.24730395000000002,1,
7d7c95e4-c6b1-4fa8-a551-d2430208875f,Submitted,matplotlib__matplotlib-22865,20250726_mini-v1.0.0_claude-sonnet-4-20250514,40,0.2987364,1,
e6aa15e1-e2c2-49d2-8ce0-117601266d27,Submitted,matplotlib__matplotlib-22871,20250726_mini-v1.0.0_claude-sonnet-4-20250514,38,0.32629109999999995,0,
f6aed35d-9e06-4884-95d9-2a935344e22a,Submitted,matplotlib__matplotlib-23299,20250726_mini-v1.0.0_claude-sonnet-4-20250514,41,0.3631866,0,
3d60bbe7-55b4-4e35-b19c-dc847a80a24e,Submitted,matplotlib__matplotlib-23314,20250726_mini-v1.0.0_claude-sonnet-4-20250514,31,0.20791155000000006,1,
847e92f4-a2b8-44f5-8c1e-c4699b20ae52,Submitted,matplotlib__matplotlib-23412,20250726_mini-v1.0.0_claude-sonnet-4-20250514,38,0.37504079999999995,1,
c39c8cc6-c20c-428f-a677-240add855b89,Submitted,matplotlib__matplotlib-23476,20250726_mini-v1.0.0_claude-sonnet-4-20250514,55,0.42769455,0,
45cf8181-f72e-407b-ac8b-88e780b61c42,Submitted,matplotlib__matplotlib-24026,20250726_mini-v1.0.0_claude-sonnet-4-20250514,36,0.26502105,1,
04bbf155-67bc-4775-8f26-d819f1a49740,Submitted,astropy__astropy-14539,20250726_mini-v1.0.0_claude-sonnet-4-20250514,25,0.2953746000000001,1,
cda638b7-40e3-4ac4-9d0f-4869d8ec62b9,Submitted,pydata__xarray-3151,20250726_mini-v1.0.0_claude-sonnet-4-20250514,28,0.24642720000000007,1,
56a498e0-1a2d-4b25-a36b-02b52fdd30fb,Submitted,pydata__xarray-3305,20250726_mini-v1.0.0_claude-sonnet-4-20250514,32,0.25646805,1,
ddaa1c54-ad6a-47fe-be90-e54399355fb6,Submitted,scikit-learn__scikit-learn-10844,20250726_mini-v1.0.0_claude-sonnet-4-20250514,19,0.19058505,1,
2a6dc1ad-04ed-4273-ab1f-be0bf70a587f,Submitted,scikit-learn__scikit-learn-10908,20250726_mini-v1.0.0_claude-sonnet-4-20250514,41,0.27696300000000007,0,
84b6b7c1-ad3a-45e2-b890-7e624ef1dced,Submitted,scikit-learn__scikit-learn-11310,20250726_mini-v1.0.0_claude-sonnet-4-20250514,33,0.23751479999999997,1,
3cd7b855-5d62-4de2-a648-847bf7fb9e87,Submitted,scikit-learn__scikit-learn-11578,20250726_mini-v1.0.0_claude-sonnet-4-20250514,29,0.29544060000000005,1,
1302b707-4ec8-4344-a00a-59ed9e35b4a6,Submitted,scikit-learn__scikit-learn-12585,20250726_mini-v1.0.0_claude-sonnet-4-20250514,23,0.1777155,1,
66f565b1-6c9f-48d2-889f-8b56136d68b7,Submitted,scikit-learn__scikit-learn-12682,20250726_mini-v1.0.0_claude-sonnet-4-20250514,65,0.5298114000000002,0,
066eb9f7-b61a-40a7-92ae-135c0b402d88,Submitted,scikit-learn__scikit-learn-12973,20250726_mini-v1.0.0_claude-sonnet-4-20250514,32,0.2946219,1,
989aec0a-252c-4215-a393-9847d5fff214,Submitted,sphinx-doc__sphinx-8120,20250726_mini-v1.0.0_claude-sonnet-4-20250514,32,0.26992260000000007,1,
4fb9388d-2bb0-4dc5-82a8-4c686d520ec7,Submitted,sphinx-doc__sphinx-8265,20250726_mini-v1.0.0_claude-sonnet-4-20250514,29,0.20817465000000002,0,
ec102b41-9bc8-4ef1-b121-3d9e140bc56a,Submitted,sphinx-doc__sphinx-8269,20250726_mini-v1.0.0_claude-sonnet-4-20250514,22,0.18482400000000004,1,
44adb5b5-777f-49f8-bfc2-5a5178e65ced,Submitted,sphinx-doc__sphinx-8459,20250726_mini-v1.0.0_claude-sonnet-4-20250514,77,0.7921991999999999,0,
6eb3a0af-3e7e-482b-a417-1cde222fde81,Submitted,astropy__astropy-14598,20250726_mini-v1.0.0_claude-sonnet-4-20250514,72,0.9206860499999998,0,
76cfcb19-fd07-45b0-b98e-35eba0ab675d,Submitted,astropy__astropy-14995,20250726_mini-v1.0.0_claude-sonnet-4-20250514,28,0.3424152,1,
897d6bbb-f10e-4861-b831-6d71238dfb03,Submitted,astropy__astropy-7166,20250726_mini-v1.0.0_claude-sonnet-4-20250514,22,0.19363755000000005,1,
15192ff7-dfcd-41d4-814b-36ce056de42e,Submitted,astropy__astropy-7336,20250726_mini-v1.0.0_claude-sonnet-4-20250514,20,0.12908175,1,
06d5792d-50e7-49dc-8498-899932e3b4c4,Submitted,astropy__astropy-7606,20250726_mini-v1.0.0_claude-sonnet-4-20250514,21,0.11524770000000001,0,
0000bc4e-4677-41b7-a927-de7af7f80328,Submitted,astropy__astropy-7671,20250726_mini-v1.0.0_claude-sonnet-4-20250514,18,0.12875024999999998,1,
b5b71a2a-37dc-47a3-ac9d-4bc8190ec90f,Submitted,astropy__astropy-8707,20250726_mini-v1.0.0_claude-sonnet-4-20250514,49,0.44613825,0,
fde3d5b7-c298-4d9d-87f8-6ce57d29bfb4,Submitted,astropy__astropy-8872,20250726_mini-v1.0.0_claude-sonnet-4-20250514,21,0.17383634999999997,0,
7ee334fc-4601-4071-a8f7-6581d9d471c2,Submitted,django__django-10097,20250726_mini-v1.0.0_claude-sonnet-4-20250514,22,0.18554235000000002,0,
b031f211-e9e5-4f00-bf49-c0d9bb1fac88,Submitted,django__django-10554,20250726_mini-v1.0.0_claude-sonnet-4-20250514,66,0.77016555,0,
809ebd7a-235d-4689-a3a7-5fe2c3bbb28f,Submitted,django__django-10880,20250726_mini-v1.0.0_claude-sonnet-4-20250514,38,0.30658470000000004,1,
e29368bc-a293-4d16-ac81-c70f81cd2891,Submitted,django__django-10914,20250726_mini-v1.0.0_claude-sonnet-4-20250514,21,0.23995274999999996,1,
8923a882-8059-44b8-8a4f-330f28913736,Submitted,django__django-10973,20250726_mini-v1.0.0_claude-sonnet-4-20250514,19,0.13396109999999997,0,
1899fd2d-4d5d-4f40-be15-512f0ea83a80,Submitted,django__django-10999,20250726_mini-v1.0.0_claude-sonnet-4-20250514,9,0.07167345,0,
f2b0ebb9-cf01-4504-aaaf-83acdc0a3b71,Submitted,django__django-11066,20250726_mini-v1.0.0_claude-sonnet-4-20250514,13,0.09306450000000002,1,
74213d96-affc-4390-b91b-fb235a0d1726,Submitted,django__django-11087,20250726_mini-v1.0.0_claude-sonnet-4-20250514,67,1.03562055,0,
42014723-003f-4291-bdfa-e991775fbef4,Submitted,django__django-11095,20250726_mini-v1.0.0_claude-sonnet-4-20250514,24,0.19542555000000003,1,
124f81bc-c3a2-4188-870b-75d88da55a36,Submitted,django__django-11099,20250726_mini-v1.0.0_claude-sonnet-4-20250514,20,0.1269123,1,
e762d78f-e1a0-4e62-b097-d01d47414552,Submitted,django__django-11119,20250726_mini-v1.0.0_claude-sonnet-4-20250514,23,0.2305836,1,
c8ea1180-f6be-44b3-ba09-529f8199ead3,Submitted,django__django-11133,20250726_mini-v1.0.0_claude-sonnet-4-20250514,24,0.1736763,1,
6f71a464-0e35-4a35-84ec-c7a91172db4d,Submitted,django__django-11138,20250726_mini-v1.0.0_claude-sonnet-4-20250514,42,0.4548571500000001,0,
d37fcb45-d80c-4555-8aad-b6d687615030,Submitted,django__django-11141,20250726_mini-v1.0.0_claude-sonnet-4-20250514,27,0.2257995,0,
41a0c4d0-4fe5-4c69-aade-5fe57714ce80,Submitted,django__django-11149,20250726_mini-v1.0.0_claude-sonnet-4-20250514,53,0.6863691,1,
288267e0-e615-4853-b28e-1d122c21823f,Submitted,django__django-11163,20250726_mini-v1.0.0_claude-sonnet-4-20250514,17,0.13379295000000002,1,
0afb807a-4746-460b-9192-17dcfa504633,Submitted,django__django-11179,20250726_mini-v1.0.0_claude-sonnet-4-20250514,25,0.19560615000000003,1,
79ae6cda-a696-47c2-bc46-54b370fbe0c8,Submitted,django__django-11206,20250726_mini-v1.0.0_claude-sonnet-4-20250514,16,0.12223214999999997,1,
9af425a0-5403-4a38-8fe7-e1f8c9f30f51,Submitted,django__django-11211,20250726_mini-v1.0.0_claude-sonnet-4-20250514,97,1.3010975999999996,1,
98191cd8-bd92-4793-a5f9-74a264c449b3,Submitted,django__django-11239,20250726_mini-v1.0.0_claude-sonnet-4-20250514,25,0.25822335,1,
44c29624-d731-44f1-b852-22cf8bd2e371,Submitted,django__django-11265,20250726_mini-v1.0.0_claude-sonnet-4-20250514,63,0.9246599999999999,0,
7a4e43ce-367b-419a-8b66-21a99eb3405c,Submitted,django__django-11276,20250726_mini-v1.0.0_claude-sonnet-4-20250514,37,0.2809368,1,
3f04c1aa-6542-41f1-8186-a78e19b0f5db,Submitted,django__django-11292,20250726_mini-v1.0.0_claude-sonnet-4-20250514,33,0.3861258,1,
488032a7-6d1d-4e76-b3fd-bcd58805f804,Submitted,django__django-11299,20250726_mini-v1.0.0_claude-sonnet-4-20250514,64,0.64802955,1,
e8843d1e-e856-4ace-9997-0653ce93fb80,Submitted,django__django-11333,20250726_mini-v1.0.0_claude-sonnet-4-20250514,28,0.25921004999999997,1,
20aca4da-dd3a-45a7-9365-33b6f8af91d5,Submitted,django__django-11400,20250726_mini-v1.0.0_claude-sonnet-4-20250514,27,0.29344875,0,
3eb1e7ef-f54b-4c66-b8ec-6e325298242a,Submitted,django__django-11433,20250726_mini-v1.0.0_claude-sonnet-4-20250514,28,0.32951700000000006,0,
4a2c5f90-5740-41a6-a1fc-421142797b71,Submitted,django__django-11451,20250726_mini-v1.0.0_claude-sonnet-4-20250514,28,0.25209525,1,
a15f9c5e-8864-4019-9173-9088239041f6,Submitted,django__django-11477,20250726_mini-v1.0.0_claude-sonnet-4-20250514,31,0.31512344999999997,0,
a08e0720-6d86-4dca-bc4d-e3f36592b0be,Submitted,django__django-11490,20250726_mini-v1.0.0_claude-sonnet-4-20250514,34,0.3074142,0,
fd381ea9-4698-443b-a55c-6c3b67e51a45,Submitted,django__django-11532,20250726_mini-v1.0.0_claude-sonnet-4-20250514,30,0.30934785,0,
42cec314-ab3f-4ae4-bb56-420da9ca1e36,Submitted,django__django-11551,20250726_mini-v1.0.0_claude-sonnet-4-20250514,29,0.3238648500000001,1,
fdee3426-404b-4479-abcb-f7cce101c85e,Submitted,django__django-11555,20250726_mini-v1.0.0_claude-sonnet-4-20250514,33,0.23656305000000002,1,
2b7613cf-55d7-44a7-9d34-0cfaaf5a4638,Submitted,django__django-11603,20250726_mini-v1.0.0_claude-sonnet-4-20250514,18,0.11931300000000002,1,
1e680bba-238f-4ca2-a496-d47ce78c825a,Submitted,django__django-11728,20250726_mini-v1.0.0_claude-sonnet-4-20250514,47,0.5092308,0,
95e1335d-da91-464e-972d-5ed2969c0eab,Submitted,django__django-11734,20250726_mini-v1.0.0_claude-sonnet-4-20250514,123,2.09303775,0,
630dd202-b9da-4148-a1e9-dd817f84f187,Submitted,django__django-11740,20250726_mini-v1.0.0_claude-sonnet-4-20250514,38,0.44811330000000005,1,
6c0cb762-47bb-4505-afb6-8f546cef495d,Submitted,django__django-11749,20250726_mini-v1.0.0_claude-sonnet-4-20250514,26,0.212661,1,
8d57ae60-c5b5-4569-853b-abd987a92100,Submitted,django__django-11790,20250726_mini-v1.0.0_claude-sonnet-4-20250514,46,0.42529064999999994,0,
c31bc676-7c19-4df5-88b4-af47f0c24930,Submitted,django__django-11815,20250726_mini-v1.0.0_claude-sonnet-4-20250514,49,0.3918072,1,
c2724200-3650-4ad2-b445-616956b1737a,Submitted,django__django-11820,20250726_mini-v1.0.0_claude-sonnet-4-20250514,38,0.2957653500000001,0,
94eeda53-bc16-4ba8-a5cf-bde3bd0cb8ca,Submitted,django__django-11848,20250726_mini-v1.0.0_claude-sonnet-4-20250514,34,0.26293605000000003,0,
00ea73df-ed58-4330-aabd-8b256ce0cab3,Submitted,django__django-11880,20250726_mini-v1.0.0_claude-sonnet-4-20250514,18,0.19207845,1,
53f7bc5f-7a16-46bd-a3eb-89ff375a8ec7,Submitted,django__django-11885,20250726_mini-v1.0.0_claude-sonnet-4-20250514,44,0.4652993999999999,0,
b05d2a3c-f3d8-4ff9-9b47-d1b8886f6977,Submitted,django__django-11951,20250726_mini-v1.0.0_claude-sonnet-4-20250514,21,0.19307010000000002,1,
2979f0b4-7cd1-4c8c-940e-157f19a83360,Submitted,django__django-11964,20250726_mini-v1.0.0_claude-sonnet-4-20250514,69,0.7726379999999999,0,
c7ba497e-0a52-409d-acf4-6587a1d0cb43,Submitted,django__django-11999,20250726_mini-v1.0.0_claude-sonnet-4-20250514,19,0.13187310000000002,1,
11a43757-fb15-4df9-9cb8-82fcc139b094,Submitted,django__django-12039,20250726_mini-v1.0.0_claude-sonnet-4-20250514,24,0.25074074999999996,0,
6d168408-1215-493d-8739-35144eb02ac8,Submitted,django__django-12050,20250726_mini-v1.0.0_claude-sonnet-4-20250514,22,0.14741310000000005,1,
0b1b3270-90a2-4b3e-96d5-d40c1ae5d1d8,Submitted,django__django-12125,20250726_mini-v1.0.0_claude-sonnet-4-20250514,57,0.59169015,1,
1a17d337-fca7-45d7-b1d3-104fd53fb371,Submitted,django__django-12143,20250726_mini-v1.0.0_claude-sonnet-4-20250514,18,0.124335,1,
3359ed6e-0037-49c9-a3b0-adcfabc1f5f3,Submitted,django__django-12155,20250726_mini-v1.0.0_claude-sonnet-4-20250514,23,0.18655725000000004,1,
381ab6fb-490f-47b6-8137-2aa6ebda4d79,Submitted,django__django-12193,20250726_mini-v1.0.0_claude-sonnet-4-20250514,38,0.3084513,1,
3659d527-a4fc-44c7-829f-aeab00506e78,Submitted,django__django-12209,20250726_mini-v1.0.0_claude-sonnet-4-20250514,38,0.37417815,1,
9bf18fa4-9092-4e25-b253-9d577657c185,Submitted,django__django-12262,20250726_mini-v1.0.0_claude-sonnet-4-20250514,22,0.23974020000000001,1,
67a1fd73-a51d-4488-9c23-d33b0f87f3a4,Submitted,django__django-12273,20250726_mini-v1.0.0_claude-sonnet-4-20250514,68,0.7159900499999999,0,
7ef2819c-68ab-4f2f-a42f-0352e2610e87,Submitted,django__django-12276,20250726_mini-v1.0.0_claude-sonnet-4-20250514,29,0.21027494999999996,1,
47d648d4-82ad-4f83-b600-50df77c48427,Submitted,django__django-12304,20250726_mini-v1.0.0_claude-sonnet-4-20250514,31,0.23797889999999997,1,
3aff0236-10a0-4ae6-bbc0-a49a32942dd1,Submitted,django__django-12308,20250726_mini-v1.0.0_claude-sonnet-4-20250514,30,0.27402584999999996,0,
51f3ec7e-619f-41cf-8577-5601befad2df,Submitted,django__django-12325,20250726_mini-v1.0.0_claude-sonnet-4-20250514,52,0.5490018,0,
cef706b9-6683-4a99-b0e8-38a0b98968f0,Submitted,django__django-12406,20250726_mini-v1.0.0_claude-sonnet-4-20250514,70,0.91549605,0,
68f0fabe-a3e2-449a-bcd9-c7876662fccd,Submitted,django__django-12419,20250726_mini-v1.0.0_claude-sonnet-4-20250514,19,0.13623359999999998,1,
21a155c7-ad52-4512-afdc-2758c7c65c4b,Submitted,django__django-12663,20250726_mini-v1.0.0_claude-sonnet-4-20250514,75,0.7483798499999997,1,
231a9c92-3a88-4140-b346-94cd65db9f62,Submitted,django__django-12708,20250726_mini-v1.0.0_claude-sonnet-4-20250514,20,0.17838330000000002,1,
43fd6f38-7f95-4857-b400-54cfd1e77740,Submitted,django__django-12713,20250726_mini-v1.0.0_claude-sonnet-4-20250514,24,0.19714410000000002,1,
f90134cf-4e5c-4fdf-bc4a-75865faa77b5,Submitted,django__django-12741,20250726_mini-v1.0.0_claude-sonnet-4-20250514,23,0.14061975000000002,1,
5712fcaf-e9bb-46d0-8c30-95b7ab69148d,Submitted,django__django-12754,20250726_mini-v1.0.0_claude-sonnet-4-20250514,54,0.6373297499999999,1,
ecb25076-fc5a-47cc-9c1e-8e5f8cdc8993,Submitted,django__django-12774,20250726_mini-v1.0.0_claude-sonnet-4-20250514,39,0.27721350000000006,1,
608a0acf-594f-49ce-a820-96fcc5ccd1cf,Submitted,django__django-12858,20250726_mini-v1.0.0_claude-sonnet-4-20250514,45,0.4862318999999999,1,
d3e6df45-4820-4cf4-99a2-c7a742686bc4,Submitted,django__django-12965,20250726_mini-v1.0.0_claude-sonnet-4-20250514,61,0.6507194999999998,1,
7fd0c106-9281-44bc-8760-4b4f7b699ffc,Submitted,django__django-13012,20250726_mini-v1.0.0_claude-sonnet-4-20250514,33,0.26016585,1,
4cf62e64-1884-438e-b135-bb7db954982d,Submitted,django__django-13023,20250726_mini-v1.0.0_claude-sonnet-4-20250514,25,0.25712955,1,
3621263f-bec2-4e07-a05c-6ef47f08d220,Submitted,django__django-13028,20250726_mini-v1.0.0_claude-sonnet-4-20250514,24,0.22450125000000004,1,
65183300-54af-4f9e-b35d-e76a7085e27a,Submitted,django__django-13033,20250726_mini-v1.0.0_claude-sonnet-4-20250514,51,0.7129244999999998,1,
747bd085-d557-40be-a304-58fc5c916909,Submitted,django__django-13089,20250726_mini-v1.0.0_claude-sonnet-4-20250514,23,0.18882315,1,
0bf23426-ff80-4e0f-8762-bb709c787864,Submitted,django__django-13109,20250726_mini-v1.0.0_claude-sonnet-4-20250514,22,0.2131554,1,
1f19d610-5193-42ec-8183-5d6e6f1129fe,Submitted,django__django-13112,20250726_mini-v1.0.0_claude-sonnet-4-20250514,75,0.8167404000000001,1,
57a28459-50d9-4e2f-b5f0-4e8132f354ac,Submitted,django__django-13121,20250726_mini-v1.0.0_claude-sonnet-4-20250514,47,0.4126627499999999,1,
fe451c47-7b9e-4e2e-861f-48c82eca8827,Submitted,django__django-13449,20250726_mini-v1.0.0_claude-sonnet-4-20250514,58,0.6506632499999999,1,
83673f9a-833b-4417-98db-3ce0270a01e8,Submitted,django__django-13512,20250726_mini-v1.0.0_claude-sonnet-4-20250514,32,0.21207195,1,
cece596c-1434-4026-9d5a-4285e721520c,Submitted,django__django-13513,20250726_mini-v1.0.0_claude-sonnet-4-20250514,15,0.11656965000000001,0,
f66ea61c-ca25-467b-a50a-b0c9d77a37b1,Submitted,django__django-13516,20250726_mini-v1.0.0_claude-sonnet-4-20250514,31,0.28179765000000007,0,
0908f6f0-c90f-49b9-8a7e-f706bcbcaf53,Submitted,django__django-13551,20250726_mini-v1.0.0_claude-sonnet-4-20250514,23,0.23124869999999997,1,
8edf9a0b-4f9e-4b4e-b6aa-5386b2894b84,Submitted,django__django-13568,20250726_mini-v1.0.0_claude-sonnet-4-20250514,62,0.5935851,0,
7b6035cf-7dbc-44eb-9737-9e7a105335f3,Submitted,django__django-13569,20250726_mini-v1.0.0_claude-sonnet-4-20250514,36,0.35270385000000004,1,
afd084ed-bd90-4cc6-b14a-2532de89e230,Submitted,django__django-13590,20250726_mini-v1.0.0_claude-sonnet-4-20250514,51,0.3037384500000001,1,
e502dab0-3658-454d-bd3d-0c99752227af,Submitted,django__django-13658,20250726_mini-v1.0.0_claude-sonnet-4-20250514,24,0.19450935000000003,1,
87b2d4dd-2bac-4c25-a9d8-501e026accdd,Submitted,django__django-13670,20250726_mini-v1.0.0_claude-sonnet-4-20250514,17,0.13300620000000002,1,
38ef8528-502b-47be-a54a-fdb78efcc37e,Submitted,django__django-13741,20250726_mini-v1.0.0_claude-sonnet-4-20250514,34,0.3665707500000001,1,
0a1b8254-3201-4380-adc3-ba731b10bafb,Submitted,django__django-13786,20250726_mini-v1.0.0_claude-sonnet-4-20250514,43,0.39678209999999997,1,
573f0359-0540-42c2-95d3-88168a2496b8,Submitted,django__django-13794,20250726_mini-v1.0.0_claude-sonnet-4-20250514,23,0.1297422,0,
ab156b4c-e7ef-45d4-a662-1f0b56b8b601,Submitted,django__django-13807,20250726_mini-v1.0.0_claude-sonnet-4-20250514,35,0.24054255000000005,0,
8f295bb7-4e3d-4d91-a35b-39027011dd2d,Submitted,django__django-13809,20250726_mini-v1.0.0_claude-sonnet-4-20250514,33,0.43000410000000006,1,
ead69175-2161-45d8-91f7-9b1ce7427f80,Submitted,django__django-13810,20250726_mini-v1.0.0_claude-sonnet-4-20250514,24,0.2521605,0,
79376f59-3cde-444e-86b8-b6335dddf21e,Submitted,django__django-13820,20250726_mini-v1.0.0_claude-sonnet-4-20250514,19,0.174792,1,
f08f6bb8-a22b-45f2-b5e5-d7ae0e20bdb4,Submitted,django__django-13821,20250726_mini-v1.0.0_claude-sonnet-4-20250514,18,0.1072707,1,
19333d00-6414-4927-81f8-6507efa09d31,Submitted,django__django-13837,20250726_mini-v1.0.0_claude-sonnet-4-20250514,44,0.40934775,1,
c700a850-567a-41fe-aab3-dbbf923cadee,Submitted,django__django-13925,20250726_mini-v1.0.0_claude-sonnet-4-20250514,51,0.5425120500000001,0,
4b446677-3527-417a-b00e-131eafa76c54,Submitted,django__django-13933,20250726_mini-v1.0.0_claude-sonnet-4-20250514,25,0.16132364999999999,1,
7593adf4-40f4-422f-97a2-90519a2852b4,Submitted,django__django-13964,20250726_mini-v1.0.0_claude-sonnet-4-20250514,38,0.40722299999999995,0,
8a22a53c-0e9f-49de-9de9-df0914106340,Submitted,django__django-14007,20250726_mini-v1.0.0_claude-sonnet-4-20250514,47,0.41297655000000005,1,
