agent_run_id,metadata.exit_status,metadata.instance_id,metadata.mini_version,metadata.model_name_or_path,metadata.model_stats.api_calls,metadata.model_stats.instance_cost,metadata.scores.resolved,metadata.trajectory_format,created_at
e88cba42-6e21-4df2-83fb-96a1ca5901dd,Submitted,astropy__astropy-13579,1.7.0,gpt-oss-120b-output,14,0.019294799999999997,0,mini-swe-agent-1,
67cbd114-5aed-4c44-9fbd-56872ca78d7e,Submitted,astropy__astropy-13977,1.7.0,gpt-oss-120b-output,19,0.020218,0,mini-swe-agent-1,
9e120979-f3f0-4392-87aa-ecc3231339e7,Submitted,astropy__astropy-14096,1.7.0,gpt-oss-120b-output,44,0.0938735,0,mini-swe-agent-1,
23a9cfe9-df10-4b3f-8876-c1cae9d9bf04,Submitted,astropy__astropy-14182,1.7.0,gpt-oss-120b-output,13,0.012199100000000001,0,mini-swe-agent-1,
43b6d1eb-f3ac-4db8-883a-2d1594bfca15,Submitted,astropy__astropy-14309,1.7.0,gpt-oss-120b-output,15,0.014407099999999997,1,mini-swe-agent-1,
80cbbe66-2320-4797-b51c-d9eceb3334df,Submitted,astropy__astropy-14365,1.7.0,gpt-oss-120b-output,7,0.007598499999999999,0,mini-swe-agent-1,
54fedff1-05c8-49b1-8b17-21808ce1f392,Submitted,astropy__astropy-14369,1.7.0,gpt-oss-120b-output,29,0.0502001,0,mini-swe-agent-1,
9f80b37c-5197-40e3-9b3b-3ee91eddd63a,Submitted,astropy__astropy-14508,1.7.0,gpt-oss-120b-output,18,0.022942,0,mini-swe-agent-1,
c1550565-d766-41dd-a2c3-3ed50aca9dd0,Submitted,astropy__astropy-14539,1.7.0,gpt-oss-120b-output,25,0.0331478,0,mini-swe-agent-1,
e3f44dec-920b-4e62-b675-31b15321be31,Submitted,astropy__astropy-14598,1.7.0,gpt-oss-120b-output,88,0.30599039999999994,0,mini-swe-agent-1,
68c5afb3-1000-4ecc-9564-c2aaec2d32a0,Submitted,astropy__astropy-14995,1.7.0,gpt-oss-120b-output,22,0.03884569999999999,1,mini-swe-agent-1,
d2934306-d655-49b1-8d52-39f01b04672d,Submitted,astropy__astropy-7166,1.7.0,gpt-oss-120b-output,11,0.0091605,1,mini-swe-agent-1,
a65edffc-d7e5-42c6-be59-c62808a5e2dd,Submitted,astropy__astropy-7336,1.7.0,gpt-oss-120b-output,15,0.0138001,1,mini-swe-agent-1,
28291cc5-6284-4d38-a526-113636ef60ab,Submitted,astropy__astropy-7606,1.7.0,gpt-oss-120b-output,16,0.020796,0,mini-swe-agent-1,
e98cc4d6-6c48-47da-85e7-533b5267e253,Submitted,astropy__astropy-7671,1.7.0,gpt-oss-120b-output,3,0.0020968999999999996,0,mini-swe-agent-1,
f5b399a0-254a-4eb8-8be4-e8fed6b3eab5,Submitted,astropy__astropy-8707,1.7.0,gpt-oss-120b-output,18,0.0212063,0,mini-swe-agent-1,
70a5a5f9-1ce4-4d51-82af-62d678307f04,Submitted,astropy__astropy-8872,1.7.0,gpt-oss-120b-output,6,0.0053408,0,mini-swe-agent-1,
f5058905-2968-4c73-8653-310c5e746b5a,Submitted,django__django-10097,1.7.0,gpt-oss-120b-output,36,0.0758228,0,mini-swe-agent-1,
22260d3e-8681-424d-b06f-ad0165bd4927,Submitted,django__django-10554,1.7.0,gpt-oss-120b-output,5,0.0109736,0,mini-swe-agent-1,
7c3cbf1f-573d-492e-bffb-5799d4299a81,Submitted,django__django-10880,1.7.0,gpt-oss-120b-output,22,0.018511600000000003,0,mini-swe-agent-1,
84e3933c-e044-4e37-9209-23a0436ae2ca,Submitted,django__django-10914,1.7.0,gpt-oss-120b-output,26,0.0260251,1,mini-swe-agent-1,
82cbbb5a-ba7c-4ba6-910c-86c7e884d6a7,Submitted,django__django-10973,1.7.0,gpt-oss-120b-output,17,0.014946899999999999,0,mini-swe-agent-1,
b3794b1b-d5e8-4493-a3b0-d955b77ae49b,Submitted,django__django-10999,1.7.0,gpt-oss-120b-output,68,0.10036650000000005,0,mini-swe-agent-1,
cf08c358-f525-4eb9-840e-944be63ca801,Submitted,django__django-11066,1.7.0,gpt-oss-120b-output,5,0.0034227,1,mini-swe-agent-1,
de8eb4ce-0010-492d-8f1b-e13507201af9,Submitted,django__django-11087,1.7.0,gpt-oss-120b-output,19,0.023813300000000003,0,mini-swe-agent-1,
e8624998-0248-446b-bd7b-0726aabadd86,Submitted,django__django-11095,1.7.0,gpt-oss-120b-output,11,0.0082822,1,mini-swe-agent-1,
7930379d-77f6-4c9f-9b7e-4d5e5a42890d,Submitted,django__django-11099,1.7.0,gpt-oss-120b-output,47,0.0628865,1,mini-swe-agent-1,
44e6d664-2279-4f8a-b72f-1e99676d8c54,Submitted,django__django-11119,1.7.0,gpt-oss-120b-output,2,0.0027924,0,mini-swe-agent-1,
3de7ee75-8d76-4673-b974-26e676932276,Submitted,django__django-11133,1.7.0,gpt-oss-120b-output,24,0.0325597,1,mini-swe-agent-1,
95d5960b-5eb1-4b2d-aca5-6e0f67caebe5,Submitted,django__django-11138,1.7.0,gpt-oss-120b-output,9,0.011151399999999999,0,mini-swe-agent-1,
619f86f6-b9b9-4bf1-baef-e7e11d9ed83a,Submitted,django__django-11141,1.7.0,gpt-oss-120b-output,20,0.026284099999999998,0,mini-swe-agent-1,
ef106890-c231-4922-9d19-3ebf34c78b58,Submitted,django__django-11149,1.7.0,gpt-oss-120b-output,25,0.0327121,0,mini-swe-agent-1,
0030163a-0094-4cf9-a7d1-38038fa8b295,Submitted,django__django-11163,1.7.0,gpt-oss-120b-output,11,0.0073203,1,mini-swe-agent-1,
e5e30acb-b353-477b-951f-9a21f24cfd13,Submitted,django__django-11179,1.7.0,gpt-oss-120b-output,17,0.0150057,1,mini-swe-agent-1,
4caa64dd-a8f2-420a-89d3-949864499601,Submitted,django__django-11206,1.7.0,gpt-oss-120b-output,18,0.0279934,0,mini-swe-agent-1,
2cd71e7e-1664-4847-afbb-436ac8896a5e,Submitted,django__django-11211,1.7.0,gpt-oss-120b-output,54,0.14704519999999996,0,mini-swe-agent-1,
bc9b54a2-e924-46e2-b020-a9f30a2a2fac,Submitted,django__django-11239,1.7.0,gpt-oss-120b-output,24,0.0492183,0,mini-swe-agent-1,
0b83d244-0731-4172-9099-7de7eb5a0164,Submitted,django__django-11265,1.7.0,gpt-oss-120b-output,26,0.030527099999999995,0,mini-swe-agent-1,
ae3601ca-0836-45bd-bf97-6d683fe6d499,Submitted,django__django-11276,1.7.0,gpt-oss-120b-output,7,0.005610199999999999,1,mini-swe-agent-1,
5622d281-e9b5-48dc-bf4a-f0ce8562301d,Submitted,django__django-11292,1.7.0,gpt-oss-120b-output,25,0.03854359999999999,0,mini-swe-agent-1,
8112d86d-c796-414e-8c1b-a352f0b4362c,Submitted,django__django-11299,1.7.0,gpt-oss-120b-output,74,0.1817676,0,mini-swe-agent-1,
ee0e37ee-8305-46d2-9db6-d0f4e2a1fb17,Submitted,django__django-11333,1.7.0,gpt-oss-120b-output,11,0.016893,0,mini-swe-agent-1,
12a7c5cd-be50-4e9d-8c74-66b9c206be0e,Submitted,django__django-11400,1.7.0,gpt-oss-120b-output,45,0.08318560000000001,0,mini-swe-agent-1,
0fb80662-ab7b-450d-903d-524fd339f200,Submitted,django__django-11433,1.7.0,gpt-oss-120b-output,21,0.0241119,0,mini-swe-agent-1,
8e5a0e9b-b798-49a6-adc0-e5db134a3e24,Submitted,django__django-11451,1.7.0,gpt-oss-120b-output,12,0.008398599999999999,1,mini-swe-agent-1,
ae83d8bc-b7e0-47b9-88b9-74f26443b157,Submitted,django__django-11820,1.7.0,gpt-oss-120b-output,50,0.13334790000000002,0,mini-swe-agent-1,
e954cf40-f826-4914-afc2-e4e883b62ff2,Submitted,django__django-11848,1.7.0,gpt-oss-120b-output,14,0.0117334,1,mini-swe-agent-1,
084fa70b-72bc-420d-b011-4bd571cfae69,RetryError,django__django-11880,1.7.0,gpt-oss-120b-output,24,0.030003000000000005,0,mini-swe-agent-1,
48d5c277-a205-47cc-b6da-09f873630df7,Submitted,django__django-11885,1.7.0,gpt-oss-120b-output,3,0.0036591999999999996,0,mini-swe-agent-1,
9e7f0d85-dfec-4ec8-8b93-27c88a8792f3,Submitted,django__django-11951,1.7.0,gpt-oss-120b-output,17,0.0150752,1,mini-swe-agent-1,
ba20549f-c88b-47cf-add9-d71c5bac9a5c,Submitted,django__django-11964,1.7.0,gpt-oss-120b-output,55,0.10514840000000003,0,mini-swe-agent-1,
aa5af804-acd3-40dc-b6e0-d18040ac412f,Submitted,django__django-11999,1.7.0,gpt-oss-120b-output,18,0.0176361,1,mini-swe-agent-1,
8998a70a-dcdf-483a-b7ec-cba8d8994514,Submitted,django__django-12039,1.7.0,gpt-oss-120b-output,40,0.1058156,0,mini-swe-agent-1,
a3a3cb28-9950-4358-bfef-9cc70846c7d9,Submitted,django__django-12050,1.7.0,gpt-oss-120b-output,34,0.050067,1,mini-swe-agent-1,
4f45c66c-85f2-451d-bc6e-182ca521a892,Submitted,django__django-12125,1.7.0,gpt-oss-120b-output,18,0.0282666,0,mini-swe-agent-1,
f02e8704-f47d-4d6e-a046-33a4f65e5dcc,Submitted,django__django-12143,1.7.0,gpt-oss-120b-output,24,0.020728800000000002,0,mini-swe-agent-1,
a8767d8c-5c9b-4cc9-a02d-9ca017acbd41,Submitted,django__django-12155,1.7.0,gpt-oss-120b-output,9,0.0077063999999999995,1,mini-swe-agent-1,
ca227725-ef56-41ef-88ae-ff32f8092081,Submitted,django__django-12193,1.7.0,gpt-oss-120b-output,50,0.09650279999999999,1,mini-swe-agent-1,
0119e6e9-bafd-4aa8-b095-58fcce354611,Submitted,django__django-12209,1.7.0,gpt-oss-120b-output,23,0.025752299999999992,1,mini-swe-agent-1,
74130da2-1127-4563-935e-4ba0adac37c5,Submitted,django__django-12262,1.7.0,gpt-oss-120b-output,25,0.0284128,1,mini-swe-agent-1,
9c9ad7c4-1322-47fe-8098-ad715aab882d,Submitted,django__django-12273,1.7.0,gpt-oss-120b-output,31,0.04614780000000001,0,mini-swe-agent-1,
bbe27277-2d2c-43c4-b7e0-4fec1d6dc4b7,Submitted,django__django-12276,1.7.0,gpt-oss-120b-output,20,0.0174669,0,mini-swe-agent-1,
40f5a9d7-ba7c-4580-a1ae-59f88eab6411,Submitted,django__django-12304,1.7.0,gpt-oss-120b-output,17,0.026648800000000004,1,mini-swe-agent-1,
8785e468-742e-408e-9afe-66e16b3c8ab4,Submitted,django__django-12308,1.7.0,gpt-oss-120b-output,16,0.012702499999999999,0,mini-swe-agent-1,
e8949953-e935-4dd6-95aa-d15764d0d227,Submitted,django__django-12325,1.7.0,gpt-oss-120b-output,3,0.002682,0,mini-swe-agent-1,
819cb9ae-a694-4c51-b3d1-45d0bf2c3d31,Submitted,django__django-12406,1.7.0,gpt-oss-120b-output,41,0.07271659999999996,0,mini-swe-agent-1,
5120c7e0-2e02-45ff-a8db-3e082a79d108,Submitted,django__django-12419,1.7.0,gpt-oss-120b-output,16,0.0122007,1,mini-swe-agent-1,
4359473b-cd98-473c-a97b-8f144500c143,Submitted,django__django-12663,1.7.0,gpt-oss-120b-output,33,0.050768200000000006,0,mini-swe-agent-1,
75ae1b33-86fa-4989-acb9-ac93450164e8,Submitted,django__django-12708,1.7.0,gpt-oss-120b-output,59,0.15959149999999997,0,mini-swe-agent-1,
7322d2b7-9ff9-4e6f-ae27-3e3edc7cc428,Submitted,django__django-12713,1.7.0,gpt-oss-120b-output,18,0.0173345,1,mini-swe-agent-1,
891ab6bc-cdc6-428d-92fc-47bf5ea5ee83,Submitted,django__django-12741,1.7.0,gpt-oss-120b-output,29,0.03380009999999999,0,mini-swe-agent-1,
6cbe8ea2-f32e-442d-9fa6-a717ec0a037a,Submitted,django__django-12754,1.7.0,gpt-oss-120b-output,39,0.062374399999999997,0,mini-swe-agent-1,
1f27ef9a-3531-4b12-82d2-fbed6e16dcf1,Submitted,django__django-12774,1.7.0,gpt-oss-120b-output,8,0.007637499999999999,0,mini-swe-agent-1,
136ae27d-0530-4c1f-8a41-2714a14ce894,Submitted,django__django-12858,1.7.0,gpt-oss-120b-output,27,0.026633999999999998,0,mini-swe-agent-1,
5609c0e2-23e4-4adc-860c-2810afd5570a,Submitted,django__django-12965,1.7.0,gpt-oss-120b-output,16,0.0180088,0,mini-swe-agent-1,
7139021c-9597-4bcd-a94f-974e3df3b723,Submitted,django__django-13012,1.7.0,gpt-oss-120b-output,18,0.0206866,0,mini-swe-agent-1,
67d8bb58-d303-4128-95d3-2a3b2b5bcce7,Submitted,django__django-13023,1.7.0,gpt-oss-120b-output,42,0.070981,0,mini-swe-agent-1,
4db8deac-81f0-423f-a349-afa0ec320bbd,Submitted,django__django-13028,1.7.0,gpt-oss-120b-output,15,0.013176199999999999,1,mini-swe-agent-1,
4ea16505-4140-494e-9666-835d36e772a5,Submitted,django__django-13033,1.7.0,gpt-oss-120b-output,15,0.017383000000000003,0,mini-swe-agent-1,
fbff7094-9522-43bf-a403-9b129ca78e51,Submitted,django__django-13089,1.7.0,gpt-oss-120b-output,22,0.0269224,0,mini-swe-agent-1,
30412285-9da5-4e74-abe4-b31a95595565,Submitted,django__django-13109,1.7.0,gpt-oss-120b-output,17,0.0148477,0,mini-swe-agent-1,
2c5f0a68-b4d9-40ba-8953-ff5ccdcbc55a,Submitted,django__django-13112,1.7.0,gpt-oss-120b-output,35,0.05997370000000001,0,mini-swe-agent-1,
ac8a7e38-b942-49cb-8cef-93378ffd03f3,Submitted,django__django-13121,1.7.0,gpt-oss-120b-output,51,0.16733720000000007,0,mini-swe-agent-1,
ac74b9af-b879-4241-889d-4ae192dcc1f3,Submitted,django__django-13513,1.7.0,gpt-oss-120b-output,19,0.027732999999999997,0,mini-swe-agent-1,
082a801c-74bd-4cbf-84ea-6208b329803f,Submitted,django__django-13516,1.7.0,gpt-oss-120b-output,15,0.014505200000000001,1,mini-swe-agent-1,
b93640d0-8a25-481d-97c8-d6d95306573a,Submitted,django__django-13551,1.7.0,gpt-oss-120b-output,10,0.0074248000000000005,0,mini-swe-agent-1,
33a5f2af-c3f3-4c95-91b2-ac73752cdd04,Submitted,django__django-13568,1.7.0,gpt-oss-120b-output,18,0.021832499999999998,0,mini-swe-agent-1,
da9cd3a6-5d54-4313-848b-4e6005a0399b,Submitted,django__django-13569,1.7.0,gpt-oss-120b-output,20,0.025862600000000003,1,mini-swe-agent-1,
b8e52a60-d84b-4e34-8ef9-a93bec2767e3,Submitted,django__django-13590,1.7.0,gpt-oss-120b-output,23,0.026445999999999997,1,mini-swe-agent-1,
7b7de1a4-b863-4398-a017-4530bb49b47f,Submitted,django__django-13658,1.7.0,gpt-oss-120b-output,19,0.015036200000000001,1,mini-swe-agent-1,
d776b8a3-bba3-42d9-ae39-3f8354e5c057,Submitted,django__django-13670,1.7.0,gpt-oss-120b-output,24,0.0268998,1,mini-swe-agent-1,
77f44869-f21f-4b7d-95bd-ca93728e90cd,Submitted,django__django-13741,1.7.0,gpt-oss-120b-output,11,0.008251699999999999,1,mini-swe-agent-1,
f6947dc2-f06c-4674-bbcd-04af5fd1f85c,Submitted,django__django-13786,1.7.0,gpt-oss-120b-output,3,0.0031831999999999997,0,mini-swe-agent-1,
cb00079b-5d1f-402b-a3bc-affccaaecb98,Submitted,django__django-13794,1.7.0,gpt-oss-120b-output,27,0.028733000000000005,0,mini-swe-agent-1,
23e53eef-1117-456c-926b-c8082382b524,Submitted,django__django-13807,1.7.0,gpt-oss-120b-output,36,0.046665,0,mini-swe-agent-1,
d77605a7-321a-420f-a9b8-895131d9c926,Submitted,django__django-13809,1.7.0,gpt-oss-120b-output,30,0.0440377,unknown,mini-swe-agent-1,
e12ec031-0c82-4ed3-88aa-b2a92ccfefcb,Submitted,django__django-13810,1.7.0,gpt-oss-120b-output,24,0.0371909,1,mini-swe-agent-1,
a9e7858a-0107-4916-85de-f4477cc6d710,Submitted,django__django-13820,1.7.0,gpt-oss-120b-output,7,0.0072797,0,mini-swe-agent-1,
e5858663-a56b-4dfa-b302-c4778daa4a3d,Submitted,django__django-13821,1.7.0,gpt-oss-120b-output,14,0.016803899999999997,0,mini-swe-agent-1,
9c1ecdd3-bff4-45ad-9764-40e871571698,Submitted,django__django-13837,1.7.0,gpt-oss-120b-output,20,0.0319295,0,mini-swe-agent-1,
baa7721d-db84-41d2-8449-0ecb144ec442,Submitted,django__django-13925,1.7.0,gpt-oss-120b-output,15,0.016651299999999997,0,mini-swe-agent-1,
9a0ed359-9592-4ed5-82f8-83fc07219edb,Submitted,django__django-13933,1.7.0,gpt-oss-120b-output,16,0.0167799,0,mini-swe-agent-1,
fe25482e-8a37-4fc7-88f5-02ffdcfff511,Submitted,django__django-13964,1.7.0,gpt-oss-120b-output,30,0.05057999999999999,0,mini-swe-agent-1,
19cad1c9-3f65-40a6-aa37-a7c662ba721c,Submitted,django__django-14007,1.7.0,gpt-oss-120b-output,13,0.022205199999999998,0,mini-swe-agent-1,
40b2f381-d952-4b8d-9fbd-a4bd8088c98e,Submitted,django__django-14011,1.7.0,gpt-oss-120b-output,24,0.025690899999999996,0,mini-swe-agent-1,
2eaaf11c-dea1-44f1-ab7a-25cab4783c7e,Submitted,django__django-14017,1.7.0,gpt-oss-120b-output,37,0.05253819999999999,0,mini-swe-agent-1,
0719745e-ce70-46e6-b6bd-099187842f39,Submitted,django__django-14034,1.7.0,gpt-oss-120b-output,38,0.05784059999999999,0,mini-swe-agent-1,
9a71207d-4c07-49ec-ac8a-6074db106c7a,Submitted,django__django-14053,1.7.0,gpt-oss-120b-output,14,0.0159937,0,mini-swe-agent-1,
9852c18b-5df2-4f30-a67f-728345262e0a,Submitted,django__django-14089,1.7.0,gpt-oss-120b-output,15,0.0174339,0,mini-swe-agent-1,
6b045dab-fbc0-484d-9bb8-74269274fbe8,Submitted,django__django-14122,1.7.0,gpt-oss-120b-output,28,0.0407226,0,mini-swe-agent-1,
263dd15c-f946-4889-a6d3-6fb8a46df10b,Submitted,django__django-14140,1.7.0,gpt-oss-120b-output,3,0.004201399999999999,0,mini-swe-agent-1,
82183f2b-0662-4572-901e-aaa5ab2bc954,Submitted,django__django-14155,1.7.0,gpt-oss-120b-output,25,0.027841099999999997,0,mini-swe-agent-1,
bbc7f525-5cd0-40d6-b9db-23bdcf6c64ea,Submitted,django__django-14170,1.7.0,gpt-oss-120b-output,11,0.0129446,0,mini-swe-agent-1,
