agent_run_id,metadata.scores.resolved,metadata.scores,metadata.instance_id,metadata.model_name_or_path
8fd8e37f-76f5-4d41-ab0a-f7fd30b2d7d1,0,"{""resolved"":0}",astropy__astropy-8872,20250802_mini-v1.0.0_claude-4-opus-20250514
544a0f6b-1021-4b07-ab83-cb40ca27b9ee,0,"{""resolved"":0}",django__django-10097,20250802_mini-v1.0.0_claude-4-opus-20250514
693b8863-75ef-451e-9688-372d6c29854c,0,"{""resolved"":0}",django__django-10554,20250802_mini-v1.0.0_claude-4-opus-20250514
7f00933d-91ce-4bcc-abbe-10f5ee8a4cd3,1,"{""resolved"":1}",django__django-10880,20250802_mini-v1.0.0_claude-4-opus-20250514
5aa717eb-aa4a-47de-ab17-10786ce7d7fd,1,"{""resolved"":1}",django__django-10914,20250802_mini-v1.0.0_claude-4-opus-20250514
3060c004-acac-4ca0-8901-7bac02c99d12,1,"{""resolved"":1}",django__django-10973,20250802_mini-v1.0.0_claude-4-opus-20250514
ad2b698e-2500-4bf2-abfb-b96df6abee56,0,"{""resolved"":0}",django__django-10999,20250802_mini-v1.0.0_claude-4-opus-20250514
de64015e-322b-4885-b95c-72f3a05e82df,1,"{""resolved"":1}",django__django-11066,20250802_mini-v1.0.0_claude-4-opus-20250514
a737bcbd-958d-443f-bc31-bcfa1dd0f4e4,0,"{""resolved"":0}",django__django-11087,20250802_mini-v1.0.0_claude-4-opus-20250514
aba7f850-1c6b-495b-9308-b2bb57b7546e,1,"{""resolved"":1}",django__django-11095,20250802_mini-v1.0.0_claude-4-opus-20250514
14c95660-1b5b-4cd0-932b-4eb628f61792,1,"{""resolved"":1}",django__django-11099,20250802_mini-v1.0.0_claude-4-opus-20250514
ddd777d6-089d-4007-8be7-c7990452a3f1,1,"{""resolved"":1}",django__django-11119,20250802_mini-v1.0.0_claude-4-opus-20250514
5ddf5e52-64d2-417c-8a67-8ff9d232271e,1,"{""resolved"":1}",django__django-11133,20250802_mini-v1.0.0_claude-4-opus-20250514
9d4cbe6d-c79b-4e20-b05e-0395d50f5fe4,0,"{""resolved"":0}",django__django-11138,20250802_mini-v1.0.0_claude-4-opus-20250514
b45408f5-c1c0-4c0c-b962-7a002b094812,0,"{""resolved"":0}",django__django-11141,20250802_mini-v1.0.0_claude-4-opus-20250514
dbfb1600-53da-4788-b0f8-a2181b05c9c3,0,"{""resolved"":0}",django__django-11149,20250802_mini-v1.0.0_claude-4-opus-20250514
f7857cf3-cea1-41a8-abd0-ecc32b1fce4b,1,"{""resolved"":1}",django__django-11163,20250802_mini-v1.0.0_claude-4-opus-20250514
9e5cd010-b364-4af0-bae3-c6c74d3e57b3,1,"{""resolved"":1}",django__django-11179,20250802_mini-v1.0.0_claude-4-opus-20250514
d73ce5f1-546f-4fa2-aafc-c42fa7530b96,0,"{""resolved"":0}",django__django-11206,20250802_mini-v1.0.0_claude-4-opus-20250514
10307762-618e-4bc3-beaf-994ec6e72f7b,1,"{""resolved"":1}",django__django-11211,20250802_mini-v1.0.0_claude-4-opus-20250514
e4258d9f-0962-4a54-92e9-24bb5b589d16,1,"{""resolved"":1}",django__django-11239,20250802_mini-v1.0.0_claude-4-opus-20250514
f2dd16f2-e76a-4370-bbab-5f6987a990b1,0,"{""resolved"":0}",django__django-11265,20250802_mini-v1.0.0_claude-4-opus-20250514
bf31ead5-e310-4959-900c-3baf7cdb6c2e,1,"{""resolved"":1}",django__django-11276,20250802_mini-v1.0.0_claude-4-opus-20250514
dc94dc08-ee25-4e99-8c4a-bce51c71438b,1,"{""resolved"":1}",astropy__astropy-12907,20250802_mini-v1.0.0_claude-4-opus-20250514
2f29d48e-7904-4e52-a077-a1402907e301,0,"{""resolved"":0}",astropy__astropy-13033,20250802_mini-v1.0.0_claude-4-opus-20250514
0502950e-f1d4-4db3-86a7-d910ee146509,0,"{""resolved"":0}",astropy__astropy-13236,20250802_mini-v1.0.0_claude-4-opus-20250514
e993cfa3-33dc-49ca-9706-b6fbcb8f21d5,0,"{""resolved"":0}",astropy__astropy-13398,20250802_mini-v1.0.0_claude-4-opus-20250514
81e10086-5631-4c09-a1a6-b9186b9d7ed6,1,"{""resolved"":1}",astropy__astropy-13453,20250802_mini-v1.0.0_claude-4-opus-20250514
7ebdfc27-e32e-47ef-a387-5305f1cb0af2,0,"{""resolved"":0}",matplotlib__matplotlib-25479,20250802_mini-v1.0.0_claude-4-opus-20250514
74af5cf4-4519-4fe9-ba46-f943d0a78732,0,"{""resolved"":0}",matplotlib__matplotlib-25775,20250802_mini-v1.0.0_claude-4-opus-20250514
e672df14-6e86-4ccd-a326-1f6c330a5e76,0,"{""resolved"":0}",matplotlib__matplotlib-25960,20250802_mini-v1.0.0_claude-4-opus-20250514
d5917b59-6332-4896-9a61-1870aab23fd1,1,"{""resolved"":1}",matplotlib__matplotlib-26113,20250802_mini-v1.0.0_claude-4-opus-20250514
f1cac4c7-5bd9-4418-9951-3b2ab60994b0,0,"{""resolved"":0}",matplotlib__matplotlib-26208,20250802_mini-v1.0.0_claude-4-opus-20250514
c900955b-b7b9-45b0-aa5f-c8cafa5870e3,1,"{""resolved"":1}",matplotlib__matplotlib-26291,20250802_mini-v1.0.0_claude-4-opus-20250514
5c9916f4-b7d9-45c1-8857-32f35d3447ab,1,"{""resolved"":1}",matplotlib__matplotlib-26342,20250802_mini-v1.0.0_claude-4-opus-20250514
a8b4db23-6d6a-4ed6-9ada-ace28566992f,0,"{""resolved"":0}",matplotlib__matplotlib-26466,20250802_mini-v1.0.0_claude-4-opus-20250514
e80624c3-371b-4419-8dd2-8fcef3efb2d9,1,"{""resolved"":1}",mwaskom__seaborn-3069,20250802_mini-v1.0.0_claude-4-opus-20250514
cd0d8ceb-f9ce-489e-870d-16949b012dac,0,"{""resolved"":0}",mwaskom__seaborn-3187,20250802_mini-v1.0.0_claude-4-opus-20250514
fdefc52a-23cf-4c6a-b891-97eb1b69c784,1,"{""resolved"":1}",pallets__flask-5014,20250802_mini-v1.0.0_claude-4-opus-20250514
9d1bfc98-5cef-4c14-9835-b2688f1761c5,1,"{""resolved"":1}",psf__requests-1142,20250802_mini-v1.0.0_claude-4-opus-20250514
96915f35-e9b2-4022-86ab-a6c1140a693e,0,"{""resolved"":0}",psf__requests-1724,20250802_mini-v1.0.0_claude-4-opus-20250514
190f6412-f28e-417d-9485-5904070e98c0,1,"{""resolved"":1}",psf__requests-1766,20250802_mini-v1.0.0_claude-4-opus-20250514
b781e520-08cd-4609-8b77-ef61d67d446d,0,"{""resolved"":0}",psf__requests-1921,20250802_mini-v1.0.0_claude-4-opus-20250514
b5e6ffa8-ecc6-47a5-8b43-be8702baa16b,1,"{""resolved"":1}",psf__requests-2317,20250802_mini-v1.0.0_claude-4-opus-20250514
4496d057-5e69-4a03-8fb7-2094810e1a92,0,"{""resolved"":0}",psf__requests-2931,20250802_mini-v1.0.0_claude-4-opus-20250514
7830bd8d-aa56-4886-8be2-974c10fee516,0,"{""resolved"":0}",psf__requests-5414,20250802_mini-v1.0.0_claude-4-opus-20250514
43fb645b-1026-4a4b-9530-c86051031dac,0,"{""resolved"":0}",psf__requests-6028,20250802_mini-v1.0.0_claude-4-opus-20250514
0afb0b61-4e8a-4cee-8fe6-946475a544e9,1,"{""resolved"":1}",pydata__xarray-2905,20250802_mini-v1.0.0_claude-4-opus-20250514
d4808c72-8955-427d-ae94-52aafb994b34,1,"{""resolved"":1}",pydata__xarray-3095,20250802_mini-v1.0.0_claude-4-opus-20250514
5a7b3cec-418a-4eb9-a599-a24d1889be99,1,"{""resolved"":1}",pydata__xarray-3151,20250802_mini-v1.0.0_claude-4-opus-20250514
01ea0c3b-5b75-4837-9f64-4981d7c1b8f5,1,"{""resolved"":1}",pydata__xarray-3305,20250802_mini-v1.0.0_claude-4-opus-20250514
41337762-aa72-4a97-bd17-62f2e507ef28,1,"{""resolved"":1}",pydata__xarray-3677,20250802_mini-v1.0.0_claude-4-opus-20250514
e6470781-388f-4c50-ab82-6812fef3119a,0,"{""resolved"":0}",pydata__xarray-3993,20250802_mini-v1.0.0_claude-4-opus-20250514
bb51eed9-9946-4025-a355-de15da3f77f4,1,"{""resolved"":1}",pydata__xarray-4075,20250802_mini-v1.0.0_claude-4-opus-20250514
bf50dff9-43b0-4413-ad3a-6bf980ec7109,1,"{""resolved"":1}",pydata__xarray-4094,20250802_mini-v1.0.0_claude-4-opus-20250514
5454c468-d388-4b4a-845a-01abb65fe5a1,1,"{""resolved"":1}",pydata__xarray-4356,20250802_mini-v1.0.0_claude-4-opus-20250514
69362def-8a92-4c96-83e8-97ebeafc700e,1,"{""resolved"":1}",pydata__xarray-4629,20250802_mini-v1.0.0_claude-4-opus-20250514
8593d5ba-ab0f-4e9f-b951-8a8b105d440f,0,"{""resolved"":0}",pydata__xarray-4687,20250802_mini-v1.0.0_claude-4-opus-20250514
168de343-4a01-4e60-b580-7abb0f2fa081,1,"{""resolved"":1}",pydata__xarray-4695,20250802_mini-v1.0.0_claude-4-opus-20250514
470a37f1-98f9-46a5-b54f-edca63cdf8f7,1,"{""resolved"":1}",pydata__xarray-4966,20250802_mini-v1.0.0_claude-4-opus-20250514
8a7c6e3b-42a4-4158-a997-6d597e7940fd,1,"{""resolved"":1}",pydata__xarray-6461,20250802_mini-v1.0.0_claude-4-opus-20250514
1958bbe0-a36d-4b49-a589-6a07dfca0185,0,"{""resolved"":0}",pydata__xarray-6599,20250802_mini-v1.0.0_claude-4-opus-20250514
1a419b79-a2f7-4483-b38d-997e53d3cd5d,1,"{""resolved"":1}",pydata__xarray-6721,20250802_mini-v1.0.0_claude-4-opus-20250514
1cfe745f-fa62-4d89-8cc6-4f2e0cfa118e,1,"{""resolved"":1}",pydata__xarray-6744,20250802_mini-v1.0.0_claude-4-opus-20250514
c8e01cc4-560f-4f2a-9fad-4f5520819642,0,"{""resolved"":0}",pydata__xarray-6938,20250802_mini-v1.0.0_claude-4-opus-20250514
e06e12ae-19e3-4ace-a539-7795ea915f21,0,"{""resolved"":0}",pydata__xarray-6992,20250802_mini-v1.0.0_claude-4-opus-20250514
ecad1b60-dd98-4ec4-8af8-2f3ed3d8234a,0,"{""resolved"":0}",pydata__xarray-7229,20250802_mini-v1.0.0_claude-4-opus-20250514
573c983a-6847-4616-9854-60325a74d06e,1,"{""resolved"":1}",pydata__xarray-7233,20250802_mini-v1.0.0_claude-4-opus-20250514
225664fc-1ae4-4095-b294-a11e1cbe3b5b,1,"{""resolved"":1}",pydata__xarray-7393,20250802_mini-v1.0.0_claude-4-opus-20250514
1c672027-2fe7-4cf2-ba6c-b5f241992726,0,"{""resolved"":0}",pylint-dev__pylint-4551,20250802_mini-v1.0.0_claude-4-opus-20250514
a048cc4e-d7a9-4d47-bd64-f8f44d8bee43,0,"{""resolved"":0}",pylint-dev__pylint-4604,20250802_mini-v1.0.0_claude-4-opus-20250514
314db15a-17d1-4dd8-b0a8-d35582279c11,0,"{""resolved"":0}",pylint-dev__pylint-4661,20250802_mini-v1.0.0_claude-4-opus-20250514
6d6cc840-9e32-4a1f-91bd-018b3bc941d3,1,"{""resolved"":1}",pylint-dev__pylint-4970,20250802_mini-v1.0.0_claude-4-opus-20250514
88ce1b7b-6157-4fa3-a957-d86cde107db5,0,"{""resolved"":0}",pylint-dev__pylint-6386,20250802_mini-v1.0.0_claude-4-opus-20250514
09896138-9bbb-41d3-9601-39e05132fe39,0,"{""resolved"":0}",pylint-dev__pylint-6528,20250802_mini-v1.0.0_claude-4-opus-20250514
6909a5b5-57a4-4ba7-8fc8-edba45b58769,1,"{""resolved"":1}",pylint-dev__pylint-6903,20250802_mini-v1.0.0_claude-4-opus-20250514
542b22a3-397f-482d-88e1-70b5dcf11b61,0,"{""resolved"":0}",pylint-dev__pylint-7080,20250802_mini-v1.0.0_claude-4-opus-20250514
ca23bef0-9dd8-4339-945b-e0ae9d9bec6e,0,"{""resolved"":0}",pylint-dev__pylint-7277,20250802_mini-v1.0.0_claude-4-opus-20250514
666765df-bd6d-4dbd-b62b-8640f287bd93,0,"{""resolved"":0}",pylint-dev__pylint-8898,20250802_mini-v1.0.0_claude-4-opus-20250514
fb997963-9791-4322-b222-57f64901c12a,1,"{""resolved"":1}",pytest-dev__pytest-10051,20250802_mini-v1.0.0_claude-4-opus-20250514
fe6a3d88-4a80-4b03-b7ea-2a8d9e514938,1,"{""resolved"":1}",pytest-dev__pytest-10081,20250802_mini-v1.0.0_claude-4-opus-20250514
5e8764ed-3894-4eab-995e-ea64d4904774,0,"{""resolved"":0}",pytest-dev__pytest-10356,20250802_mini-v1.0.0_claude-4-opus-20250514
56948284-bae4-47e4-8652-a8ca5db7b614,1,"{""resolved"":1}",pytest-dev__pytest-5262,20250802_mini-v1.0.0_claude-4-opus-20250514
e2c9c5de-978d-49d5-a206-2ae133f6d24c,1,"{""resolved"":1}",pytest-dev__pytest-5631,20250802_mini-v1.0.0_claude-4-opus-20250514
193fc0a1-0e97-4701-b7f2-51fdcee2688d,0,"{""resolved"":0}",pytest-dev__pytest-5787,20250802_mini-v1.0.0_claude-4-opus-20250514
d5c91e46-f5b1-41c7-bff2-a6677639c246,1,"{""resolved"":1}",pytest-dev__pytest-5809,20250802_mini-v1.0.0_claude-4-opus-20250514
7bda5958-5a27-4d5d-94fe-f3a975470df0,0,"{""resolved"":0}",pytest-dev__pytest-5840,20250802_mini-v1.0.0_claude-4-opus-20250514
172c04d2-1989-4a47-8298-8b2b21de86cf,0,"{""resolved"":0}",pytest-dev__pytest-6197,20250802_mini-v1.0.0_claude-4-opus-20250514
daecd4f8-a6bc-432e-8602-62dc5594932c,1,"{""resolved"":1}",pytest-dev__pytest-6202,20250802_mini-v1.0.0_claude-4-opus-20250514
b5634199-05e2-4e0f-a02d-c64fd29d8c00,1,"{""resolved"":1}",pytest-dev__pytest-7205,20250802_mini-v1.0.0_claude-4-opus-20250514
0bd28f2f-e7ae-494d-a480-ddf5cd1cf3ab,1,"{""resolved"":1}",pytest-dev__pytest-7236,20250802_mini-v1.0.0_claude-4-opus-20250514
e80f94e3-171e-4456-a9c7-ecb8de51aa4d,0,"{""resolved"":0}",pytest-dev__pytest-7324,20250802_mini-v1.0.0_claude-4-opus-20250514
b460ffa4-6698-420e-9bf1-a62d3814ccae,1,"{""resolved"":1}",pytest-dev__pytest-7432,20250802_mini-v1.0.0_claude-4-opus-20250514
a1e38546-3143-4dca-b5e7-efc6cdfc66bd,0,"{""resolved"":0}",pytest-dev__pytest-7490,20250802_mini-v1.0.0_claude-4-opus-20250514
5ab7edf8-2a69-41d5-a997-2b4dfac02f0d,1,"{""resolved"":1}",pytest-dev__pytest-7521,20250802_mini-v1.0.0_claude-4-opus-20250514
cd13f9c6-7134-4e94-85b4-217b27afb1dc,1,"{""resolved"":1}",pytest-dev__pytest-7571,20250802_mini-v1.0.0_claude-4-opus-20250514
226eb297-5fc1-4e75-9ce2-ab5acebc746c,1,"{""resolved"":1}",pytest-dev__pytest-7982,20250802_mini-v1.0.0_claude-4-opus-20250514
623db0f3-56f9-4311-8f44-fcdbe83edd6f,1,"{""resolved"":1}",pytest-dev__pytest-8399,20250802_mini-v1.0.0_claude-4-opus-20250514
3d0df678-dde8-4859-899c-b49b7bd03263,1,"{""resolved"":1}",scikit-learn__scikit-learn-10297,20250802_mini-v1.0.0_claude-4-opus-20250514
ac6fbb68-2052-4c9e-bbcb-4a5ed9e06c11,1,"{""resolved"":1}",scikit-learn__scikit-learn-10844,20250802_mini-v1.0.0_claude-4-opus-20250514
31c14d27-1b2a-433f-ad45-9abd60bd9af6,1,"{""resolved"":1}",scikit-learn__scikit-learn-10908,20250802_mini-v1.0.0_claude-4-opus-20250514
9ec8d4e5-3d29-41ff-b753-5c0df3075664,1,"{""resolved"":1}",scikit-learn__scikit-learn-11310,20250802_mini-v1.0.0_claude-4-opus-20250514
9da3cb20-e0bb-4407-945b-d61cd03d74a4,1,"{""resolved"":1}",scikit-learn__scikit-learn-11578,20250802_mini-v1.0.0_claude-4-opus-20250514
46dd9cda-bf39-430f-b3dd-68f15b9716a1,1,"{""resolved"":1}",scikit-learn__scikit-learn-12585,20250802_mini-v1.0.0_claude-4-opus-20250514
f12b6122-7ca3-40c3-821e-6fda697039ed,1,"{""resolved"":1}",scikit-learn__scikit-learn-12682,20250802_mini-v1.0.0_claude-4-opus-20250514
aa617fc2-cd1a-4c5b-85c0-2bc656a5c66b,1,"{""resolved"":1}",scikit-learn__scikit-learn-12973,20250802_mini-v1.0.0_claude-4-opus-20250514
995cec65-89a0-4de1-a6b2-46c3d4192553,0,"{""resolved"":0}",scikit-learn__scikit-learn-13124,20250802_mini-v1.0.0_claude-4-opus-20250514
503d63f3-2467-4de4-9933-10faf5a8a5d0,1,"{""resolved"":1}",scikit-learn__scikit-learn-13135,20250802_mini-v1.0.0_claude-4-opus-20250514
eba21789-b8af-443e-9d37-905b712a06c8,1,"{""resolved"":1}",scikit-learn__scikit-learn-13142,20250802_mini-v1.0.0_claude-4-opus-20250514
296aead0-f4c5-4169-8c85-6c98b5033ae6,1,"{""resolved"":1}",scikit-learn__scikit-learn-13328,20250802_mini-v1.0.0_claude-4-opus-20250514
f0b840a4-2c94-4a9a-907e-72a34edbc36b,1,"{""resolved"":1}",scikit-learn__scikit-learn-13439,20250802_mini-v1.0.0_claude-4-opus-20250514
01f49cf7-73df-41bc-ad6b-035d0132c85d,1,"{""resolved"":1}",scikit-learn__scikit-learn-13496,20250802_mini-v1.0.0_claude-4-opus-20250514
3e023dc2-c63c-4498-9f84-53ec57603454,1,"{""resolved"":1}",scikit-learn__scikit-learn-13779,20250802_mini-v1.0.0_claude-4-opus-20250514
af5782e9-590d-4e86-8368-5c860032ec5d,1,"{""resolved"":1}",scikit-learn__scikit-learn-14053,20250802_mini-v1.0.0_claude-4-opus-20250514
15d9827e-68bf-4220-8ce3-318e0e6c9414,0,"{""resolved"":0}",scikit-learn__scikit-learn-14087,20250802_mini-v1.0.0_claude-4-opus-20250514
17d9dc9e-6416-4d7e-8fb4-1594aff1cacd,1,"{""resolved"":1}",scikit-learn__scikit-learn-14141,20250802_mini-v1.0.0_claude-4-opus-20250514
e175eb5f-6676-453f-af2a-7e6f074a6ff5,1,"{""resolved"":1}",django__django-11292,20250802_mini-v1.0.0_claude-4-opus-20250514
b6f44046-9ae8-425f-bc3d-e7f04a9b886b,1,"{""resolved"":1}",django__django-11299,20250802_mini-v1.0.0_claude-4-opus-20250514
558c0eb7-3a2d-4286-b4da-e1f8e1d4742c,0,"{""resolved"":0}",django__django-11333,20250802_mini-v1.0.0_claude-4-opus-20250514
f9dfc0d6-d1dd-4f30-873e-cfa0ad4af654,0,"{""resolved"":0}",django__django-11400,20250802_mini-v1.0.0_claude-4-opus-20250514
f8594189-c815-4c51-9268-fbe910b8fcff,0,"{""resolved"":0}",django__django-11433,20250802_mini-v1.0.0_claude-4-opus-20250514
c810358d-efac-4c4c-b2c9-ea12608e3066,1,"{""resolved"":1}",django__django-11451,20250802_mini-v1.0.0_claude-4-opus-20250514
76341f7f-e2ae-4e6e-b924-e6305d8d148a,0,"{""resolved"":0}",django__django-11477,20250802_mini-v1.0.0_claude-4-opus-20250514
32b0b87e-d44c-42ff-949f-06d4141c0443,1,"{""resolved"":1}",django__django-11490,20250802_mini-v1.0.0_claude-4-opus-20250514
05a910d3-8118-4ac6-973c-29a81f1b9db9,1,"{""resolved"":1}",django__django-11532,20250802_mini-v1.0.0_claude-4-opus-20250514
4e929a19-2a6a-45a5-945e-974dd117bfac,1,"{""resolved"":1}",django__django-11551,20250802_mini-v1.0.0_claude-4-opus-20250514
6a51dafa-564c-4b64-9143-8dc925dc1a2c,1,"{""resolved"":1}",django__django-11555,20250802_mini-v1.0.0_claude-4-opus-20250514
c6d9f238-331a-4e58-9a9a-69c6d15c7bd8,1,"{""resolved"":1}",django__django-11603,20250802_mini-v1.0.0_claude-4-opus-20250514
f98a32c7-c83c-44d4-9be7-fa6dffb641ae,0,"{""resolved"":0}",django__django-11728,20250802_mini-v1.0.0_claude-4-opus-20250514
7def66bb-c80d-48de-8be7-1726f38d0638,0,"{""resolved"":0}",django__django-11734,20250802_mini-v1.0.0_claude-4-opus-20250514
d91bb146-861d-438e-87d2-2910c8cd6740,1,"{""resolved"":1}",django__django-11740,20250802_mini-v1.0.0_claude-4-opus-20250514
29add0e1-4630-49cc-b5fa-9beef2e03be2,1,"{""resolved"":1}",django__django-11749,20250802_mini-v1.0.0_claude-4-opus-20250514
3fa65249-e87e-472c-ba9e-37091c1f9ac7,0,"{""resolved"":0}",django__django-11790,20250802_mini-v1.0.0_claude-4-opus-20250514
eac491bf-33d7-4de6-a1b8-333fdd441d91,1,"{""resolved"":1}",django__django-11815,20250802_mini-v1.0.0_claude-4-opus-20250514
7c4b0ad5-958a-4cbb-95ab-207d6814fdde,0,"{""resolved"":0}",django__django-11820,20250802_mini-v1.0.0_claude-4-opus-20250514
c6d72833-e956-45ed-b154-73f30f66ccdd,0,"{""resolved"":0}",django__django-11848,20250802_mini-v1.0.0_claude-4-opus-20250514
087e17ad-dbcd-4b92-b60c-2da08bdc1211,1,"{""resolved"":1}",django__django-11880,20250802_mini-v1.0.0_claude-4-opus-20250514
1468b3cd-cd74-4bac-88c4-4a2da938709c,0,"{""resolved"":0}",django__django-11885,20250802_mini-v1.0.0_claude-4-opus-20250514
0af3497a-fe3a-42b2-8e29-78f92184245e,1,"{""resolved"":1}",django__django-11951,20250802_mini-v1.0.0_claude-4-opus-20250514
8f5b6579-4eca-4014-8207-a18fbb52e369,0,"{""resolved"":0}",django__django-11964,20250802_mini-v1.0.0_claude-4-opus-20250514
0a2e50d8-5204-4e5f-a883-852b0493cbf9,1,"{""resolved"":1}",django__django-11999,20250802_mini-v1.0.0_claude-4-opus-20250514
b0c68b7a-7bb5-4f49-89ed-26acbd854be2,1,"{""resolved"":1}",django__django-12039,20250802_mini-v1.0.0_claude-4-opus-20250514
b20d6f49-e5ce-42c0-9835-054303637673,1,"{""resolved"":1}",django__django-12050,20250802_mini-v1.0.0_claude-4-opus-20250514
54f0f766-51e6-4994-aeef-1500ebe6a6a0,0,"{""resolved"":0}",django__django-12125,20250802_mini-v1.0.0_claude-4-opus-20250514
fa5272c2-36b1-47a0-bb69-dfd74e418dfb,1,"{""resolved"":1}",django__django-12143,20250802_mini-v1.0.0_claude-4-opus-20250514
6f2c8a69-730f-4f4a-86ac-ae2d79abff23,1,"{""resolved"":1}",django__django-12155,20250802_mini-v1.0.0_claude-4-opus-20250514
f6e47dce-6453-4f94-964a-94a1e5806f0b,0,"{""resolved"":0}",django__django-12193,20250802_mini-v1.0.0_claude-4-opus-20250514
e1c4c10f-f520-49bb-87e8-eabefecd9a2b,1,"{""resolved"":1}",django__django-12209,20250802_mini-v1.0.0_claude-4-opus-20250514
368bf32b-1a83-42a0-a7b4-95ba04832ac2,1,"{""resolved"":1}",django__django-12262,20250802_mini-v1.0.0_claude-4-opus-20250514
4bcbf71f-f6ff-4d39-828d-e18c78e00aff,0,"{""resolved"":0}",django__django-12273,20250802_mini-v1.0.0_claude-4-opus-20250514
92393f36-6247-4b57-ae23-2753e56aa1f0,1,"{""resolved"":1}",django__django-12276,20250802_mini-v1.0.0_claude-4-opus-20250514
31c653df-7e6e-4dd8-9730-df1fffe1b252,1,"{""resolved"":1}",django__django-12304,20250802_mini-v1.0.0_claude-4-opus-20250514
c7cac7f6-13ff-4444-8904-b16d481eb56a,0,"{""resolved"":0}",django__django-12308,20250802_mini-v1.0.0_claude-4-opus-20250514
1ffb2d4d-871d-4360-941a-e542a5d48dd8,1,"{""resolved"":1}",django__django-12325,20250802_mini-v1.0.0_claude-4-opus-20250514
41c1f506-e129-4bc2-bba3-bbaa29053b26,0,"{""resolved"":0}",django__django-12406,20250802_mini-v1.0.0_claude-4-opus-20250514
409dc86d-820e-40b9-9e89-18e9552f7009,1,"{""resolved"":1}",django__django-12419,20250802_mini-v1.0.0_claude-4-opus-20250514
55a73838-99ee-4ecd-b831-1a97c0f851f4,1,"{""resolved"":1}",django__django-12663,20250802_mini-v1.0.0_claude-4-opus-20250514
5607230c-d9a6-49f2-a3a6-aee1ccf0f1a3,1,"{""resolved"":1}",django__django-12708,20250802_mini-v1.0.0_claude-4-opus-20250514
6d8ea35d-040a-4e7c-bab5-01a344dbc83c,1,"{""resolved"":1}",django__django-12713,20250802_mini-v1.0.0_claude-4-opus-20250514
51fd572f-f2e2-44c4-ab3f-b5cfcdead07b,1,"{""resolved"":1}",django__django-12741,20250802_mini-v1.0.0_claude-4-opus-20250514
027b6639-09f8-434f-9b44-f03762f78295,1,"{""resolved"":1}",django__django-12754,20250802_mini-v1.0.0_claude-4-opus-20250514
70e81d8d-a861-4a0f-b036-4f01dcf50d9c,1,"{""resolved"":1}",django__django-12774,20250802_mini-v1.0.0_claude-4-opus-20250514
cab73550-a82a-4a1a-b5fd-bfed056da8e2,1,"{""resolved"":1}",django__django-12858,20250802_mini-v1.0.0_claude-4-opus-20250514
fd17a258-f2aa-456b-a115-23803ec4d436,1,"{""resolved"":1}",django__django-12965,20250802_mini-v1.0.0_claude-4-opus-20250514
