agent_run_id,metadata.exit_status,metadata.instance_id,metadata.model_name_or_path,metadata.model_stats.api_calls,metadata.model_stats.instance_cost,metadata.scores.resolved,metadata.trajectory_format,created_at
ff29575f-59c4-4001-8859-b5de8755dc22,Submitted,django__django-12325,sbv-qwen3-coder-together-again,50,0.11757839999999997,1,mini-swe-agent-1,
3177da10-aaf4-4c9c-bb5c-8db45662f383,Submitted,django__django-12406,sbv-qwen3-coder-together-again,71,0.1877614,0,mini-swe-agent-1,
7956b64b-75d9-4950-a3fa-1e905b5626d0,Submitted,django__django-12419,sbv-qwen3-coder-together-again,13,0.0079236,1,mini-swe-agent-1,
79ed0b30-d1f2-45e3-9079-ff4fe0722b63,Submitted,django__django-12663,sbv-qwen3-coder-together-again,70,0.181025,0,mini-swe-agent-1,
22e4953a-3e6e-4da4-b3ed-0d00dcb169bd,Submitted,django__django-12708,sbv-qwen3-coder-together-again,46,0.08024,1,mini-swe-agent-1,
1eee6c75-c966-494d-b57f-035ef6cc51ab,Submitted,django__django-12713,sbv-qwen3-coder-together-again,25,0.030734399999999995,1,mini-swe-agent-1,
1204b99a-45af-4ac0-9314-54a1d2a46858,Submitted,django__django-12741,sbv-qwen3-coder-together-again,20,0.01473,1,mini-swe-agent-1,
ce9f8764-7192-4d95-b1b1-cffa5eeaf335,Submitted,django__django-12754,sbv-qwen3-coder-together-again,84,0.2871636,0,mini-swe-agent-1,
28f70791-ddf7-4a6b-8261-1cbb5ee72370,Submitted,django__django-12774,sbv-qwen3-coder-together-again,34,0.0377184,1,mini-swe-agent-1,
3ee60a1f-9840-4ee0-848e-c90ad33b98b7,Submitted,django__django-12858,sbv-qwen3-coder-together-again,42,0.0875936,1,mini-swe-agent-1,
7c3662a3-1a48-400b-bd1c-c9cbbcb8878b,Submitted,django__django-12965,sbv-qwen3-coder-together-again,16,0.0186798,0,mini-swe-agent-1,
87f27b00-a49f-47c4-b32c-22c7d1144aa2,Submitted,django__django-13012,sbv-qwen3-coder-together-again,41,0.0713668,1,mini-swe-agent-1,
39b0f4f4-3932-48dd-a715-58b1d076b864,Submitted,django__django-13023,sbv-qwen3-coder-together-again,28,0.0370472,1,mini-swe-agent-1,
f335caa5-e5d0-4b56-97be-f297f404b68c,Submitted,django__django-13028,sbv-qwen3-coder-together-again,61,0.15880960000000005,1,mini-swe-agent-1,
f38277e5-b688-455d-8702-39cc169b9143,Submitted,django__django-13033,sbv-qwen3-coder-together-again,48,0.13502159999999996,1,mini-swe-agent-1,
58a9e4cd-3ba0-4627-b545-121fe072762a,Submitted,django__django-13089,sbv-qwen3-coder-together-again,14,0.0131782,1,mini-swe-agent-1,
a54bccae-f8d1-4279-9f06-bb2c57cac355,Submitted,django__django-13109,sbv-qwen3-coder-together-again,7,0.0034000000000000002,0,mini-swe-agent-1,
e36e46af-7347-4352-b67e-99af7de24d89,Submitted,django__django-13112,sbv-qwen3-coder-together-again,49,0.123985,0,mini-swe-agent-1,
f1e5c61b-57da-47e1-a59e-88460b8c766f,Submitted,django__django-13121,sbv-qwen3-coder-together-again,46,0.09304939999999999,0,mini-swe-agent-1,
d6ddf11a-b1f0-445b-89e8-1f19a0e36b3e,Submitted,django__django-13128,sbv-qwen3-coder-together-again,88,0.2931908000000001,1,mini-swe-agent-1,
6f5ebdb8-966f-4102-a5c1-2e6166e078d3,Submitted,django__django-13158,sbv-qwen3-coder-together-again,61,0.1183608,1,mini-swe-agent-1,
9c443315-c4df-4684-bee0-6c80c4be2ed2,Submitted,django__django-13195,sbv-qwen3-coder-together-again,77,0.18119219999999991,0,mini-swe-agent-1,
c7085c3d-a397-4308-916c-1cac1810449a,Submitted,django__django-13212,sbv-qwen3-coder-together-again,75,0.16071880000000002,0,mini-swe-agent-1,
1bb55c62-7d28-4dca-95a3-17b61eef2335,Submitted,django__django-13279,sbv-qwen3-coder-together-again,39,0.07444319999999999,1,mini-swe-agent-1,
a4825bff-4e60-444a-86f7-566b883ee206,Submitted,django__django-13297,sbv-qwen3-coder-together-again,45,0.11829079999999997,1,mini-swe-agent-1,
bf469412-9d06-447a-9a9c-86e2fffeb81d,Submitted,django__django-13315,sbv-qwen3-coder-together-again,64,0.20783159999999998,1,mini-swe-agent-1,
e413233d-6189-4164-a0c7-23cad76f507a,Submitted,django__django-13343,sbv-qwen3-coder-together-again,88,0.37782060000000006,1,mini-swe-agent-1,
4e92acfd-5fdf-45a5-b404-a0a76743a057,Submitted,django__django-13344,sbv-qwen3-coder-together-again,46,0.12401960000000001,0,mini-swe-agent-1,
1daa6b89-acf2-4d5e-8068-2c3b2eb97ef3,Submitted,django__django-13346,sbv-qwen3-coder-together-again,28,0.04664499999999999,1,mini-swe-agent-1,
26720d56-626f-44a2-a605-5f7b97acdd0b,Submitted,django__django-13363,sbv-qwen3-coder-together-again,16,0.0195784,1,mini-swe-agent-1,
d86a1bf6-699b-41e0-8384-8cd23f158857,Submitted,django__django-13401,sbv-qwen3-coder-together-again,50,0.08339600000000001,0,mini-swe-agent-1,
29fc6a48-3682-44e8-8d10-cc835f6f87ba,Submitted,django__django-13406,sbv-qwen3-coder-together-again,38,0.1250786,1,mini-swe-agent-1,
c6f95e68-7f88-491c-9df7-8316dc073ccf,Submitted,django__django-13410,sbv-qwen3-coder-together-again,56,0.12144239999999998,1,mini-swe-agent-1,
495cc733-8345-4b91-b271-5fa1c645c924,Submitted,django__django-13417,sbv-qwen3-coder-together-again,131,0.5078653999999999,1,mini-swe-agent-1,
eace963d-de33-4a29-bd6c-e0f636c27f50,Submitted,django__django-13449,sbv-qwen3-coder-together-again,74,0.3330718000000001,1,mini-swe-agent-1,
b40f7d6b-5128-474b-82a6-514c98c992f2,Submitted,django__django-13512,sbv-qwen3-coder-together-again,25,0.0353158,1,mini-swe-agent-1,
5863e5fc-8b7d-4d77-a7cd-7c4efab9d4d2,Submitted,django__django-13513,sbv-qwen3-coder-together-again,8,0.005261599999999999,0,mini-swe-agent-1,
4bda8c90-0d9a-4f23-8fe0-b4fb6f4f3659,Submitted,django__django-13516,sbv-qwen3-coder-together-again,101,0.3222088000000001,0,mini-swe-agent-1,
de06a736-bb18-4f6d-9ed3-a1fedad08e48,Submitted,django__django-13551,sbv-qwen3-coder-together-again,89,0.34069859999999996,1,mini-swe-agent-1,
002e6730-5e1f-49a0-8e6b-1ac9bc970fe0,Submitted,django__django-13568,sbv-qwen3-coder-together-again,23,0.0336426,0,mini-swe-agent-1,
c0986c2c-6794-426d-afb2-07e3ec295f2a,LimitsExceeded,django__django-13569,sbv-qwen3-coder-together-again,250,1.2744174,0,mini-swe-agent-1,
758e0650-c4da-4f6c-8cba-cc0d1be6b10a,Submitted,django__django-13590,sbv-qwen3-coder-together-again,28,0.021828200000000002,1,mini-swe-agent-1,
332e826e-fd10-4ba5-bad3-a2e0835df5f1,Submitted,django__django-13658,sbv-qwen3-coder-together-again,21,0.0204672,1,mini-swe-agent-1,
53e26f71-b2fb-4b12-87e0-31b070e661ca,Submitted,django__django-13670,sbv-qwen3-coder-together-again,27,0.04070199999999999,1,mini-swe-agent-1,
a4ba79a1-f5e8-4acb-9ceb-6c1a2d5c6bd9,Submitted,django__django-13741,sbv-qwen3-coder-together-again,26,0.05596840000000001,1,mini-swe-agent-1,
684d30ec-b54d-4db8-bba6-179220d46e02,Submitted,django__django-13786,sbv-qwen3-coder-together-again,39,0.0789854,1,mini-swe-agent-1,
5360cf5c-f56b-4438-9e04-d5b640b2dd95,Submitted,django__django-13794,sbv-qwen3-coder-together-again,52,0.10031319999999999,0,mini-swe-agent-1,
4e61ac49-ec6f-4e9a-8ec8-109e1c7edf44,Submitted,django__django-13807,sbv-qwen3-coder-together-again,87,0.18879879999999993,0,mini-swe-agent-1,
607c7d13-0d57-428a-9a33-bab0359fe85f,Submitted,django__django-13809,sbv-qwen3-coder-together-again,25,0.036668000000000006,1,mini-swe-agent-1,
01184041-1363-4702-acce-ad6183574d7b,Submitted,django__django-13810,sbv-qwen3-coder-together-again,46,0.0930038,0,mini-swe-agent-1,
748f6d08-fc92-4684-a884-0b8bad2ee705,Submitted,django__django-13820,sbv-qwen3-coder-together-again,26,0.026856399999999996,1,mini-swe-agent-1,
eb3f7c5e-5b57-4f7b-a7fc-88df3f78550a,Submitted,django__django-13821,sbv-qwen3-coder-together-again,29,0.027183199999999994,1,mini-swe-agent-1,
9653ac63-6841-4069-bfc0-aedabd612754,Submitted,django__django-13837,sbv-qwen3-coder-together-again,79,0.18716620000000003,1,mini-swe-agent-1,
e3dec31a-2f55-4981-afbc-38cd5a74b43e,Submitted,django__django-13925,sbv-qwen3-coder-together-again,74,0.2015597999999999,1,mini-swe-agent-1,
2497709c-f365-4818-b337-bdb2101711dd,Submitted,django__django-13933,sbv-qwen3-coder-together-again,22,0.019133400000000002,1,mini-swe-agent-1,
a65d6c25-1bd3-41ed-99ed-cc2a60c4a8ca,Submitted,django__django-13964,sbv-qwen3-coder-together-again,71,0.28480119999999987,1,mini-swe-agent-1,
48659a1c-4169-4124-8a17-7d7842ae5145,Submitted,django__django-14007,sbv-qwen3-coder-together-again,89,0.27328259999999993,0,mini-swe-agent-1,
ad4ae1b4-e3d8-49f2-ad56-771bbba5919e,Submitted,django__django-14011,sbv-qwen3-coder-together-again,27,0.0369382,0,mini-swe-agent-1,
911cbb86-8a94-4feb-9940-23cefad8c5ae,Submitted,django__django-14017,sbv-qwen3-coder-together-again,46,0.10706700000000001,1,mini-swe-agent-1,
65d23570-8e46-479b-977c-f2c253fe4c04,Submitted,django__django-14034,sbv-qwen3-coder-together-again,129,0.4702071999999999,0,mini-swe-agent-1,
4714d8a5-4094-4e3c-9c07-098a388e8678,Submitted,django__django-14053,sbv-qwen3-coder-together-again,67,0.17934280000000002,1,mini-swe-agent-1,
51b7ef04-d89c-4bac-ad53-0b84d8a82daf,Submitted,django__django-14089,sbv-qwen3-coder-together-again,26,0.0329908,1,mini-swe-agent-1,
7d58cbbe-eb7f-43f7-b476-b0c17e3cadb5,Submitted,django__django-14122,sbv-qwen3-coder-together-again,39,0.0985898,1,mini-swe-agent-1,
88a1f860-2140-4ce0-b5d1-8af2c7067fd3,Submitted,django__django-14140,sbv-qwen3-coder-together-again,37,0.05636639999999999,0,mini-swe-agent-1,
775878ea-70eb-4ea3-8c79-0060f85cc267,Submitted,django__django-14155,sbv-qwen3-coder-together-again,39,0.050655,0,mini-swe-agent-1,
6d1092c0-fd0f-4f8b-81cf-02cb3089032f,Submitted,django__django-14170,sbv-qwen3-coder-together-again,24,0.0270924,0,mini-swe-agent-1,
635c91b2-4f16-4262-95e0-26a6f5b53ea2,Submitted,django__django-14238,sbv-qwen3-coder-together-again,32,0.0329726,1,mini-swe-agent-1,
a6112d46-2536-46c3-bf1c-73c8a13c0cd0,Submitted,django__django-14311,sbv-qwen3-coder-together-again,79,0.30015340000000007,1,mini-swe-agent-1,
494b847d-0d50-4fec-984c-eccf590280ff,Submitted,django__django-14315,sbv-qwen3-coder-together-again,21,0.0244462,0,mini-swe-agent-1,
96927daf-a4de-49eb-bfec-0e06abcf064c,Submitted,django__django-14349,sbv-qwen3-coder-together-again,79,0.24479340000000002,1,mini-swe-agent-1,
1d66e08f-1673-419c-8c4b-9383205b7a1f,Submitted,django__django-14351,sbv-qwen3-coder-together-again,59,0.15033979999999997,1,mini-swe-agent-1,
377550cc-aa14-4730-90ce-5b51d1223e4b,Submitted,django__django-14373,sbv-qwen3-coder-together-again,43,0.0906842,1,mini-swe-agent-1,
e5eb085c-8474-46c4-976c-d81015adf11b,Submitted,django__django-14376,sbv-qwen3-coder-together-again,19,0.013814199999999999,0,mini-swe-agent-1,
581e5561-dead-41e5-a8e5-0d6ae4ef9c47,Submitted,django__django-14404,sbv-qwen3-coder-together-again,13,0.013547,0,mini-swe-agent-1,
c1938da1-9199-46e7-a47c-d40921a0f844,Submitted,django__django-14434,sbv-qwen3-coder-together-again,30,0.048520400000000005,1,mini-swe-agent-1,
95386c0c-687c-412c-8832-6e9c10a390ec,Submitted,django__django-14493,sbv-qwen3-coder-together-again,18,0.016328999999999996,1,mini-swe-agent-1,
4733d588-ae59-459f-ba81-3037e6689bc0,Submitted,django__django-14500,sbv-qwen3-coder-together-again,115,0.7196843999999998,1,mini-swe-agent-1,
1cebb163-41d0-4d36-aecd-a190e7fb88f8,Submitted,django__django-14534,sbv-qwen3-coder-together-again,28,0.045188,0,mini-swe-agent-1,
327e32da-b96a-4f6d-acf1-67568d84b00f,Submitted,django__django-14539,sbv-qwen3-coder-together-again,71,0.1441222,1,mini-swe-agent-1,
8c12d366-b62d-4f4a-83bc-bf60ba28c51f,Submitted,django__django-14559,sbv-qwen3-coder-together-again,112,0.431355,0,mini-swe-agent-1,
b4e374ea-7241-4183-bb5b-c93cf866595c,Submitted,django__django-14580,sbv-qwen3-coder-together-again,46,0.09174859999999999,1,mini-swe-agent-1,
5020b4cd-d9dd-4c1b-b6a5-3d0b9a64693e,Submitted,django__django-14608,sbv-qwen3-coder-together-again,47,0.0587432,1,mini-swe-agent-1,
15a4067e-8e67-44a4-a2de-386a7856f2b2,Submitted,django__django-14631,sbv-qwen3-coder-together-again,44,0.06083179999999999,0,mini-swe-agent-1,
03119e9d-ec66-445d-9dc0-3f8289268d64,Submitted,django__django-14672,sbv-qwen3-coder-together-again,16,0.025054800000000002,1,mini-swe-agent-1,
08939753-4729-4f5f-9736-0ddd9d92ec03,LimitsExceeded,django__django-14725,sbv-qwen3-coder-together-again,250,1.3375130000000002,0,mini-swe-agent-1,
b21b050d-0d9b-424e-939c-9abea7c90b94,Submitted,django__django-14752,sbv-qwen3-coder-together-again,12,0.0100572,1,mini-swe-agent-1,
3b806010-9f84-4667-9361-6f352ba47808,Submitted,django__django-14765,sbv-qwen3-coder-together-again,17,0.016011599999999997,1,mini-swe-agent-1,
198b4abd-41ff-4f08-ad87-de1a772b6a25,LimitsExceeded,django__django-14771,sbv-qwen3-coder-together-again,250,2.1633324000000003,0,mini-swe-agent-1,
d5f113e7-6ef0-4362-a954-db1d48f3b7cf,Submitted,django__django-14787,sbv-qwen3-coder-together-again,22,0.025678,1,mini-swe-agent-1,
fc8effc3-14fe-4207-8e8f-e35b9898bd75,Submitted,django__django-14792,sbv-qwen3-coder-together-again,67,0.19076700000000002,0,mini-swe-agent-1,
5f901272-0f29-4b22-9d08-0c3ca7b36af0,Submitted,django__django-14855,sbv-qwen3-coder-together-again,12,0.0073192,1,mini-swe-agent-1,
51e778ac-9baa-4212-aac3-1a8ff51ff964,Submitted,django__django-14915,sbv-qwen3-coder-together-again,33,0.0387622,1,mini-swe-agent-1,
