agent_run_id,metadata.exit_status,metadata.instance_id,metadata.mini_version,metadata.model_name_or_path,metadata.model_stats.api_calls,metadata.model_stats.instance_cost,metadata.scores.resolved,metadata.trajectory_format,tag,created_at
a055430d-a116-4578-b727-4b5671b80161,Submitted,sphinx-doc__sphinx-8120,1.7.0,kimi-k2-instruct-output,25,0.23798599999999998,1,mini-swe-agent-1,,
ef82e093-2c62-4d1c-929f-eec5d0458ad9,Submitted,sphinx-doc__sphinx-8265,1.7.0,kimi-k2-instruct-output,42,0.43661599999999995,0,mini-swe-agent-1,,
8626570a-0e56-42e1-bba4-87476e29ade5,Submitted,sphinx-doc__sphinx-8269,1.7.0,kimi-k2-instruct-output,20,0.152063,1,mini-swe-agent-1,,
9c12668b-481e-4d9c-bfe2-2f9b8166d623,Submitted,astropy__astropy-14365,1.7.0,kimi-k2-instruct-output,6,0.04636699999999999,0,mini-swe-agent-1,,
72f56512-73c1-465c-960f-991d2012d794,Submitted,astropy__astropy-14369,1.7.0,kimi-k2-instruct-output,27,0.30601399999999995,0,mini-swe-agent-1,,
3b585378-df78-48e5-bb92-02ef96654fb5,Submitted,astropy__astropy-14508,1.7.0,kimi-k2-instruct-output,29,0.20399000000000003,0,mini-swe-agent-1,,
0344c006-6230-4f0c-b4d9-3fe9d1961629,Submitted,astropy__astropy-14539,1.7.0,kimi-k2-instruct-output,23,0.12147,1,mini-swe-agent-1,,
29d5860d-0317-42d3-8182-52f8411e5bef,LimitsExceeded,astropy__astropy-14598,1.7.0,kimi-k2-instruct-output,117,3.009817,0,mini-swe-agent-1,,
f6507608-705c-4b80-8828-76d492840842,Submitted,astropy__astropy-14995,1.7.0,kimi-k2-instruct-output,59,0.6973199999999999,1,mini-swe-agent-1,,
7fa8d18c-4337-4ac3-ba97-702f83f6722c,Submitted,astropy__astropy-7166,1.7.0,kimi-k2-instruct-output,64,1.176622,1,mini-swe-agent-1,,
8401cf29-4275-4ace-9c39-ef17096c8ead,Submitted,astropy__astropy-7336,1.7.0,kimi-k2-instruct-output,22,0.15302899999999997,1,mini-swe-agent-1,,
cbad6ca0-1b5a-491e-b55b-2bcf5e1bcfa8,Submitted,astropy__astropy-7606,1.7.0,kimi-k2-instruct-output,2,0.010672000000000001,0,mini-swe-agent-1,,
ecc56e92-5345-4c64-bb27-cab33e0d3351,Submitted,astropy__astropy-7671,1.7.0,kimi-k2-instruct-output,20,0.144499,1,mini-swe-agent-1,,
7b3d3492-3212-4232-8ad3-e854a6ae3e2a,Submitted,astropy__astropy-8707,1.7.0,kimi-k2-instruct-output,52,0.508279,0,mini-swe-agent-1,,
03f9bcbf-c0ce-4baf-8e57-abecea1050e0,Submitted,astropy__astropy-8872,1.7.0,kimi-k2-instruct-output,31,0.18747600000000003,0,mini-swe-agent-1,,
e2f42d26-bce6-4c19-93bc-0d8108df497f,Submitted,django__django-10097,1.7.0,kimi-k2-instruct-output,27,0.15705199999999997,0,mini-swe-agent-1,,
c1c7dfe6-6459-45db-9cf5-ba8ef78753cf,Submitted,django__django-10554,1.7.0,kimi-k2-instruct-output,49,0.9947960000000001,0,mini-swe-agent-1,,
d01e8af5-03d2-4acc-906c-7d40170f09fd,Submitted,django__django-10880,1.7.0,kimi-k2-instruct-output,20,0.09845799999999999,1,mini-swe-agent-1,,
7c69e49b-32f1-47fb-954e-54357e59dc9b,Submitted,django__django-10914,1.7.0,kimi-k2-instruct-output,3,0.016429,0,mini-swe-agent-1,,
1301e728-58ae-47a5-b464-09bf6c32391e,Submitted,django__django-10973,1.7.0,kimi-k2-instruct-output,6,0.016467999999999997,1,mini-swe-agent-1,,
fd640722-c04b-470a-9932-117e0f11bd2a,Submitted,django__django-10999,1.7.0,kimi-k2-instruct-output,38,0.230541,0,mini-swe-agent-1,,
f6525166-e30b-40fa-8b59-4ca63abaad3d,Submitted,django__django-11066,1.7.0,kimi-k2-instruct-output,8,0.04245399999999999,1,mini-swe-agent-1,,
d12f0d02-2fe1-412c-a35e-978a2f1f997f,Submitted,django__django-11087,1.7.0,kimi-k2-instruct-output,35,0.321151,0,mini-swe-agent-1,,
50fe9c36-e0ed-4c25-b45d-2f66438d3c8a,Submitted,django__django-11095,1.7.0,kimi-k2-instruct-output,25,0.16721999999999998,1,mini-swe-agent-1,,
1cdcd9e2-4bc2-4a18-bfd0-24d9bfae7bc7,Submitted,django__django-11099,1.7.0,kimi-k2-instruct-output,13,0.037954999999999996,1,mini-swe-agent-1,,
d845bb69-a027-4c90-846f-334cffeb1f4e,Submitted,django__django-11119,1.7.0,kimi-k2-instruct-output,3,0.022572000000000002,0,mini-swe-agent-1,,
29d5112c-1ff1-4043-ab19-cb463b45e1ac,Submitted,django__django-11133,1.7.0,kimi-k2-instruct-output,19,0.110928,1,mini-swe-agent-1,,
0a5f701d-a75c-4819-93bb-84eee0c44069,Submitted,django__django-11138,1.7.0,kimi-k2-instruct-output,49,0.8676410000000001,0,mini-swe-agent-1,,
4bcf7d50-b645-45aa-989f-b7fdb9efc8be,Submitted,django__django-11141,1.7.0,kimi-k2-instruct-output,18,0.103154,0,mini-swe-agent-1,,
a642e9a7-769e-4b80-b39d-1c5b922ab236,Submitted,django__django-11149,1.7.0,kimi-k2-instruct-output,32,0.292656,0,mini-swe-agent-1,,
38feeecf-8cbc-4fbb-b32f-c7fe9adad16b,Submitted,django__django-11163,1.7.0,kimi-k2-instruct-output,3,0.016354,0,mini-swe-agent-1,,
8c30e176-7c7b-448e-b86a-0ef6d4d99ffb,Submitted,django__django-11179,1.7.0,kimi-k2-instruct-output,3,0.017764000000000002,0,mini-swe-agent-1,,
b156d905-ffd3-4eb4-a2b5-4f53be1e483e,Submitted,django__django-11206,1.7.0,kimi-k2-instruct-output,15,0.17129899999999998,1,mini-swe-agent-1,,
ac115bde-fc48-47db-ab35-ea08f6a80b9d,Submitted,django__django-11211,1.7.0,kimi-k2-instruct-output,38,0.375453,1,mini-swe-agent-1,,
39a899cc-6b71-4fe2-8e35-82241bb7ba2c,Submitted,django__django-11239,1.7.0,kimi-k2-instruct-output,20,0.121874,1,mini-swe-agent-1,,
0b846196-a075-4893-906b-acc11ad1c0e9,Submitted,django__django-11265,1.7.0,kimi-k2-instruct-output,48,0.5777899999999999,0,mini-swe-agent-1,,
9a188f7e-8520-43cd-bcba-0f6e43c7ecbe,Submitted,django__django-11276,1.7.0,kimi-k2-instruct-output,18,0.13450700000000002,1,mini-swe-agent-1,,
8336c3dc-7424-477d-86bc-083f42e26090,Submitted,django__django-11292,1.7.0,kimi-k2-instruct-output,19,0.09584999999999999,1,mini-swe-agent-1,,
bbf76549-8b3d-4869-978c-53593808df0b,Submitted,django__django-11299,1.7.0,kimi-k2-instruct-output,52,0.8867359999999999,1,mini-swe-agent-1,,
fdc17908-82cc-47c6-833f-1ef63627776b,Submitted,django__django-11333,1.7.0,kimi-k2-instruct-output,20,0.08881800000000001,0,mini-swe-agent-1,,
2947e0c7-c299-4a41-8e4a-4358fb79c5bb,Submitted,django__django-11400,1.7.0,kimi-k2-instruct-output,18,0.080234,0,mini-swe-agent-1,,
c49426cc-9de9-47ae-8971-daec4bad7a22,Submitted,django__django-11433,1.7.0,kimi-k2-instruct-output,56,0.658135,0,mini-swe-agent-1,,
d36ee8cf-f6d3-4eaa-b99a-2091197d4f03,Submitted,django__django-11451,1.7.0,kimi-k2-instruct-output,18,0.09175799999999998,0,mini-swe-agent-1,,
ef69f86e-261a-4f1c-ae8d-e52d6a3c2c20,Submitted,django__django-11477,1.7.0,kimi-k2-instruct-output,26,0.21935599999999997,0,mini-swe-agent-1,,
7de39577-1a8f-4485-9ecc-8fe346c70276,Submitted,django__django-11490,1.7.0,kimi-k2-instruct-output,32,0.309845,0,mini-swe-agent-1,,
8f6d8868-986d-4630-90bf-79cf144f25b9,Submitted,django__django-11532,1.7.0,kimi-k2-instruct-output,2,0.012112999999999999,0,mini-swe-agent-1,,
82fe6657-b1a9-4cec-917e-2f0c3508afe9,Submitted,django__django-11551,1.7.0,kimi-k2-instruct-output,24,0.22973100000000002,1,mini-swe-agent-1,,
249e6fac-1a13-4a33-802a-dc1d91305695,Submitted,django__django-11555,1.7.0,kimi-k2-instruct-output,41,0.308799,0,mini-swe-agent-1,,
12e393a5-374e-4d76-a481-2b28c9f8d27a,Submitted,django__django-11603,1.7.0,kimi-k2-instruct-output,14,0.056468000000000004,1,mini-swe-agent-1,,
c569a4f0-2fa4-4e78-86b9-7adefe39abce,Submitted,django__django-11728,1.7.0,kimi-k2-instruct-output,4,0.023723,0,mini-swe-agent-1,,
da17275e-6c01-48fa-84ca-0d570be4cebb,LimitsExceeded,django__django-11734,1.7.0,kimi-k2-instruct-output,98,3.0195849999999997,0,mini-swe-agent-1,,
754cf348-a86d-4fbe-855a-a27b28bb9701,Submitted,django__django-11740,1.7.0,kimi-k2-instruct-output,26,0.224403,0,mini-swe-agent-1,,
7fd5b6b0-0ec2-438c-8235-3e4b67339575,Submitted,django__django-11749,1.7.0,kimi-k2-instruct-output,55,0.5621499999999999,1,mini-swe-agent-1,,
fa713301-40c0-4f98-a8b5-12990090a9ed,Submitted,django__django-11790,1.7.0,kimi-k2-instruct-output,15,0.076803,0,mini-swe-agent-1,,
ef982f20-21f1-49df-a88f-45baf12dd62a,Submitted,django__django-11815,1.7.0,kimi-k2-instruct-output,5,0.050518999999999994,0,mini-swe-agent-1,,
1646859b-1f11-4d37-a765-4adb27d2be00,Submitted,django__django-11820,1.7.0,kimi-k2-instruct-output,37,0.307511,0,mini-swe-agent-1,,
118ab89e-779f-42e8-be27-58a9e10fb87e,Submitted,django__django-11848,1.7.0,kimi-k2-instruct-output,30,0.173824,0,mini-swe-agent-1,,
aeeb89bd-bed7-48d5-b441-174875edc990,Submitted,django__django-11880,1.7.0,kimi-k2-instruct-output,24,0.16931400000000002,1,mini-swe-agent-1,,
0a5ccc8d-4da4-417e-b1ce-f658ac896b52,Submitted,django__django-11885,1.7.0,kimi-k2-instruct-output,48,0.6091169999999999,0,mini-swe-agent-1,,
59bb035c-6370-4895-8ba7-43040cc9170e,Submitted,django__django-11951,1.7.0,kimi-k2-instruct-output,13,0.056434000000000005,1,mini-swe-agent-1,,
b25816e1-621a-472b-89df-a7ddf0ba882b,Submitted,django__django-11964,1.7.0,kimi-k2-instruct-output,60,0.980682,0,mini-swe-agent-1,,
d805dd89-cc9d-4f1a-a250-49fac0969472,Submitted,django__django-11999,1.7.0,kimi-k2-instruct-output,15,0.049425,1,mini-swe-agent-1,,
5e736423-ba3e-4e3b-9082-741d0d9fbb02,Submitted,django__django-12039,1.7.0,kimi-k2-instruct-output,4,0.019336,0,mini-swe-agent-1,,
a4fb50f2-ccf8-42e7-b87e-bff39c7f5aba,Submitted,django__django-12050,1.7.0,kimi-k2-instruct-output,3,0.015797,0,mini-swe-agent-1,,
520efde0-c7d3-4d49-a938-73e39452bcc6,Submitted,django__django-12125,1.7.0,kimi-k2-instruct-output,62,1.1174799999999998,1,mini-swe-agent-1,,
d6427643-064c-4e95-bf04-39d153690328,Submitted,django__django-12143,1.7.0,kimi-k2-instruct-output,19,0.059907,1,mini-swe-agent-1,,
7534940a-c46d-4944-a941-ec4c3930d7a0,Submitted,django__django-12155,1.7.0,kimi-k2-instruct-output,22,0.125441,1,mini-swe-agent-1,,
cb1131e7-ceac-43fc-b436-525592523e98,Submitted,django__django-12193,1.7.0,kimi-k2-instruct-output,33,0.3112499999999999,0,mini-swe-agent-1,,
a25835eb-b51e-4505-bb1b-40707671e7c8,Submitted,django__django-12209,1.7.0,kimi-k2-instruct-output,23,0.179734,1,mini-swe-agent-1,,
d5116ba2-01cd-4073-a6e1-1e5484667389,Submitted,django__django-12262,1.7.0,kimi-k2-instruct-output,50,0.473255,1,mini-swe-agent-1,,
3d90f4b0-efc3-423e-86c3-55ceb20bdfae,Submitted,django__django-12273,1.7.0,kimi-k2-instruct-output,61,0.682681,0,mini-swe-agent-1,,
02ea6447-3414-474c-85b0-d0cccdeb6d03,Submitted,django__django-12276,1.7.0,kimi-k2-instruct-output,103,1.6621160000000001,0,mini-swe-agent-1,,
a8e5632a-3e1e-4bd7-93cc-c052e8e0d763,Submitted,django__django-12304,1.7.0,kimi-k2-instruct-output,12,0.03912499999999999,0,mini-swe-agent-1,,
48347bb7-2f35-420c-9cb7-4d7a7450aaad,Submitted,django__django-12308,1.7.0,kimi-k2-instruct-output,21,0.18720699999999998,0,mini-swe-agent-1,,
228952d7-e0df-43c5-aac9-4ad2398dc5d5,Submitted,django__django-12325,1.7.0,kimi-k2-instruct-output,35,0.29176499999999994,0,mini-swe-agent-1,,
b9da1c7e-ab78-404f-8894-f25344c6cbec,Submitted,django__django-12406,1.7.0,kimi-k2-instruct-output,41,0.4209919999999999,0,mini-swe-agent-1,,
02645bbf-55d7-46fb-a05a-644886b1474c,Submitted,django__django-12419,1.7.0,kimi-k2-instruct-output,8,0.017884999999999998,1,mini-swe-agent-1,,
c365b85c-c17f-401e-bfee-00fe03bec6ea,Submitted,django__django-12663,1.7.0,kimi-k2-instruct-output,59,0.6542029999999996,0,mini-swe-agent-1,,
17e22afa-06d6-400b-bcd5-1f233e0ff7c2,Submitted,django__django-12708,1.7.0,kimi-k2-instruct-output,16,0.11317099999999998,0,mini-swe-agent-1,,
c793ecf4-a9c5-4f8d-a2d9-a226145f58c0,Submitted,django__django-12713,1.7.0,kimi-k2-instruct-output,25,0.121944,1,mini-swe-agent-1,,
badd450f-ce5d-4eed-b83a-50ceb0e4dbbd,Submitted,django__django-12741,1.7.0,kimi-k2-instruct-output,25,0.14244800000000002,1,mini-swe-agent-1,,
e0594dac-06ad-4dde-a0dd-8ebe5bdc7c21,Submitted,django__django-12754,1.7.0,kimi-k2-instruct-output,63,0.9787180000000002,1,mini-swe-agent-1,,
258f36cb-3528-407b-b291-8cfcfcf580f4,Submitted,django__django-12774,1.7.0,kimi-k2-instruct-output,3,0.020626,0,mini-swe-agent-1,,
11ce3448-2e6a-4846-b249-f74e63bc3495,Submitted,django__django-12858,1.7.0,kimi-k2-instruct-output,29,0.16367899999999996,1,mini-swe-agent-1,,
7595c10a-5748-48c2-9bde-1863361cd19f,Submitted,django__django-12965,1.7.0,kimi-k2-instruct-output,54,0.72163,1,mini-swe-agent-1,,
c3b831b7-b07e-4799-8ace-3e31514d89e7,Submitted,django__django-13012,1.7.0,kimi-k2-instruct-output,17,0.137646,0,mini-swe-agent-1,,
4ce66901-5f7f-49e1-9d34-a0b99d08f417,Submitted,django__django-13023,1.7.0,kimi-k2-instruct-output,38,0.2676680000000001,0,mini-swe-agent-1,,
8fe17b5b-6cdf-43d8-88ff-56b7eec3c579,Submitted,django__django-13028,1.7.0,kimi-k2-instruct-output,26,0.19749399999999998,1,mini-swe-agent-1,,
8123f853-f1c6-4004-b5d0-3303e1d0fd1c,Submitted,django__django-13033,1.7.0,kimi-k2-instruct-output,45,0.6290359999999999,1,mini-swe-agent-1,,
e7c06fc8-c2a5-42e1-8482-482bfd9fb3a0,Submitted,django__django-13089,1.7.0,kimi-k2-instruct-output,24,0.12324099999999999,1,mini-swe-agent-1,,
05c8222f-1dc6-44bf-bb52-382028c49f99,Submitted,django__django-13109,1.7.0,kimi-k2-instruct-output,18,0.07648799999999999,0,mini-swe-agent-1,,
683affe7-af77-4a15-8722-c1a96f9541c4,Submitted,django__django-13112,1.7.0,kimi-k2-instruct-output,35,0.37421199999999993,0,mini-swe-agent-1,,
b5d28dd3-19bc-4435-bc8d-485ffadb30e9,Submitted,django__django-13121,1.7.0,kimi-k2-instruct-output,63,0.6021709999999999,1,mini-swe-agent-1,,
5884c8c3-946b-4eae-8242-fbe148b3e5d9,LimitsExceeded,django__django-13128,1.7.0,kimi-k2-instruct-output,152,3.033013,0,mini-swe-agent-1,,
f957ee82-6b21-4bd6-b51f-e6f8787da36a,Submitted,django__django-13158,1.7.0,kimi-k2-instruct-output,24,0.28764,0,mini-swe-agent-1,,
c906c902-c8c1-43cb-8f08-43d1651ecc96,Submitted,django__django-13195,1.7.0,kimi-k2-instruct-output,22,0.129847,0,mini-swe-agent-1,,
aef0b675-dfdb-4bd3-b1eb-bbdb5bb57916,Submitted,django__django-13212,1.7.0,kimi-k2-instruct-output,48,0.6170829999999999,0,mini-swe-agent-1,,
2752a278-f01a-48ee-9638-1f13efb55030,Submitted,django__django-13279,1.7.0,kimi-k2-instruct-output,18,0.123226,1,mini-swe-agent-1,,
ae82dc30-5a30-4fae-9908-976f33635777,Submitted,django__django-13297,1.7.0,kimi-k2-instruct-output,56,0.5374240000000001,0,mini-swe-agent-1,,
38609347-3eca-4858-a5f5-67fbdec9004d,Submitted,django__django-13315,1.7.0,kimi-k2-instruct-output,38,0.4187010000000001,1,mini-swe-agent-1,,
1f30ffbd-a370-4a80-9165-6466fe7af6e4,Submitted,django__django-13343,1.7.0,kimi-k2-instruct-output,18,0.114465,1,mini-swe-agent-1,,
1d926b2e-4e35-49c6-a391-1907cd3b8c97,LimitsExceeded,django__django-13344,1.7.0,kimi-k2-instruct-output,106,3.0200309999999995,0,mini-swe-agent-1,,
bfe811e0-c4f6-49a4-9c59-854ba1d38f6a,Submitted,django__django-13346,1.7.0,kimi-k2-instruct-output,77,0.839497,0,mini-swe-agent-1,,
20f93ec4-8ad4-4305-abe8-a55e4286f62d,Submitted,django__django-13363,1.7.0,kimi-k2-instruct-output,13,0.071626,1,mini-swe-agent-1,,
5f7da245-a988-4355-83b4-3dabb538a82d,Submitted,django__django-13401,1.7.0,kimi-k2-instruct-output,26,0.15981699999999996,0,mini-swe-agent-1,,
8fa1ac31-4e28-4029-a8c6-22691bc30d53,Submitted,django__django-13406,1.7.0,kimi-k2-instruct-output,5,0.054143000000000004,0,mini-swe-agent-1,,
09d075e2-8130-4cd8-9ff1-18a712a86b1c,Submitted,django__django-13410,1.7.0,kimi-k2-instruct-output,11,0.038048,1,mini-swe-agent-1,,
ebd0fbac-2b86-4a53-8965-8d039a1206a4,LimitsExceeded,django__django-13417,1.7.0,kimi-k2-instruct-output,62,3.0282399999999994,0,mini-swe-agent-1,,
190f86bc-73cd-46a6-b979-c53c9e05f262,Submitted,django__django-13449,1.7.0,kimi-k2-instruct-output,42,0.530612,1,mini-swe-agent-1,,
2ececfc5-2984-46f1-b819-192b7d04a834,Submitted,django__django-13512,1.7.0,kimi-k2-instruct-output,27,0.16563699999999998,0,mini-swe-agent-1,,
e6ac5835-9c3a-4aba-be3b-8f94f5aa0004,Submitted,django__django-13513,1.7.0,kimi-k2-instruct-output,8,0.026289999999999997,0,mini-swe-agent-1,,
da469e92-0d7d-4e47-976e-4e09d2c07a36,Submitted,django__django-13516,1.7.0,kimi-k2-instruct-output,18,0.10957599999999999,1,mini-swe-agent-1,,
5e538c69-e84d-448a-a568-00179edd1a2c,Submitted,django__django-13551,1.7.0,kimi-k2-instruct-output,32,0.24281699999999998,0,mini-swe-agent-1,,
1cadce1a-b7be-42bf-ae3d-f20238ed4a54,Submitted,django__django-13568,1.7.0,kimi-k2-instruct-output,35,0.30414699999999995,0,mini-swe-agent-1,,
8173e5eb-2381-4f79-90ed-562262e90dde,LimitsExceeded,django__django-13569,1.7.0,kimi-k2-instruct-output,105,3.003748,0,mini-swe-agent-1,,
396c3b98-68c0-45b8-80ee-6895ac8fa3e3,Submitted,django__django-13590,1.7.0,kimi-k2-instruct-output,3,0.018579,0,mini-swe-agent-1,,
25f615ae-31a5-4491-9904-a40adf509773,Submitted,django__django-13658,1.7.0,kimi-k2-instruct-output,7,0.023067999999999998,1,mini-swe-agent-1,,
78d9c838-ef8e-4998-8c68-ae38255db319,Submitted,django__django-13670,1.7.0,kimi-k2-instruct-output,19,0.139764,1,mini-swe-agent-1,,
96855fe9-5b74-47e3-90ac-9ab4c643474c,Submitted,django__django-13741,1.7.0,kimi-k2-instruct-output,12,0.05878599999999999,1,mini-swe-agent-1,,
164a19ee-dc39-43c7-a239-53d21b6a1d04,Submitted,django__django-13786,1.7.0,kimi-k2-instruct-output,3,0.020919,0,mini-swe-agent-1,,
4c95c71c-6a65-4fb5-bd23-ff13fceb8917,Submitted,django__django-13794,1.7.0,kimi-k2-instruct-output,79,1.0341229999999997,0,mini-swe-agent-1,,
21464430-7881-4641-a232-83a049374937,Submitted,django__django-13807,1.7.0,kimi-k2-instruct-output,48,0.37073899999999993,0,mini-swe-agent-1,,
8d3cc897-cd7e-4727-b12f-08744f947e2a,Submitted,django__django-13809,1.7.0,kimi-k2-instruct-output,22,0.11308399999999999,0,mini-swe-agent-1,,
b35318c4-453d-43b8-a847-b2a4e14473e3,Submitted,django__django-13810,1.7.0,kimi-k2-instruct-output,25,0.12922799999999998,1,mini-swe-agent-1,,
58f8d485-c553-4418-a3ed-84951eb90b71,Submitted,django__django-13820,1.7.0,kimi-k2-instruct-output,24,0.15155099999999996,1,mini-swe-agent-1,,
4eac033e-a324-4b47-8f49-b3753db4f1d2,Submitted,django__django-13821,1.7.0,kimi-k2-instruct-output,21,0.19004100000000004,0,mini-swe-agent-1,,
c20260a6-81eb-4a80-b31c-730aae8d1d28,Submitted,django__django-13837,1.7.0,kimi-k2-instruct-output,66,0.7451030000000001,1,mini-swe-agent-1,,
1b59c97a-47f1-44d3-9aa3-baab2a4b118f,Submitted,django__django-13925,1.7.0,kimi-k2-instruct-output,45,0.599638,0,mini-swe-agent-1,,
cbb90980-0110-42b9-b537-7d115573843c,Submitted,django__django-13933,1.7.0,kimi-k2-instruct-output,31,0.35626199999999997,1,mini-swe-agent-1,,
23298c6a-fe97-48ac-984c-34542d50448d,Submitted,django__django-13964,1.7.0,kimi-k2-instruct-output,36,0.3390639999999999,0,mini-swe-agent-1,,
150d1a67-30f8-4a1a-a5f8-320c66943c04,Submitted,django__django-14007,1.7.0,kimi-k2-instruct-output,4,0.036076000000000004,0,mini-swe-agent-1,,
94503377-65b8-48c8-9355-480d9207a993,Submitted,django__django-14011,1.7.0,kimi-k2-instruct-output,30,0.21135999999999996,0,mini-swe-agent-1,,
1df7a95f-c8c1-44f7-8d06-02c9ac10cc2c,Submitted,django__django-14017,1.7.0,kimi-k2-instruct-output,43,0.43644800000000006,1,mini-swe-agent-1,,
9029a1a6-f966-4bad-9f86-7bd5bc600809,Submitted,django__django-14034,1.7.0,kimi-k2-instruct-output,8,0.06820899999999999,0,mini-swe-agent-1,,
53b4ff16-b0e8-49a5-8523-f6831010ca17,Submitted,django__django-14053,1.7.0,kimi-k2-instruct-output,41,0.528194,0,mini-swe-agent-1,,
0dcd1839-4ca7-494b-9a90-7f0c0de243e7,Submitted,django__django-14089,1.7.0,kimi-k2-instruct-output,2,0.006572,0,mini-swe-agent-1,,
1ad2c172-18f0-4b53-ba4b-029f31c78433,Submitted,django__django-14122,1.7.0,kimi-k2-instruct-output,21,0.162007,1,mini-swe-agent-1,,
93d7b859-c1ac-4e99-81a4-31178a3d0208,Submitted,django__django-14140,1.7.0,kimi-k2-instruct-output,15,0.092287,0,mini-swe-agent-1,,
27305b93-0738-48dd-9f3a-230502cc849b,Submitted,django__django-14155,1.7.0,kimi-k2-instruct-output,38,0.425514,0,mini-swe-agent-1,,
25297af9-a202-41e3-adab-045b8642e0dd,Submitted,django__django-14170,1.7.0,kimi-k2-instruct-output,45,0.5080950000000001,0,mini-swe-agent-1,,
20f2880c-507f-4acd-af14-ee695b1de551,Submitted,django__django-14238,1.7.0,kimi-k2-instruct-output,32,0.23163899999999998,1,mini-swe-agent-1,,
122f936a-a761-4130-9172-d13bea0a6d2d,Submitted,django__django-14311,1.7.0,kimi-k2-instruct-output,3,0.020064,0,mini-swe-agent-1,,
270fe6f4-1a1a-4fda-9d0d-b0698c086cde,Submitted,django__django-14315,1.7.0,kimi-k2-instruct-output,20,0.11363799999999999,0,mini-swe-agent-1,,
4b98dfb6-5ff1-488b-89c7-784617edaf16,Submitted,django__django-14349,1.7.0,kimi-k2-instruct-output,4,0.029141999999999998,0,mini-swe-agent-1,,
ef15f107-4aae-40a5-9770-6ceeb07a05fc,LimitsExceeded,django__django-14351,1.7.0,kimi-k2-instruct-output,116,3.0144549999999994,0,mini-swe-agent-1,,
149d9d31-66c7-479c-a042-f8549528a042,Submitted,django__django-14373,1.7.0,kimi-k2-instruct-output,23,0.12625999999999998,1,mini-swe-agent-1,,
3e799882-f10f-49c3-86ab-798c5b039ea1,Submitted,django__django-14376,1.7.0,kimi-k2-instruct-output,8,0.026279999999999998,0,mini-swe-agent-1,,
f11da35d-ec9f-4c07-bf73-bbf9fc0bd7c8,Submitted,django__django-14404,1.7.0,kimi-k2-instruct-output,15,0.064091,0,mini-swe-agent-1,,
1e928206-036f-458f-a4ed-53f5db1e729a,Submitted,django__django-14434,1.7.0,kimi-k2-instruct-output,22,0.21352500000000002,1,mini-swe-agent-1,,
eea42f53-2a49-4a34-90aa-303dbb8e621a,Submitted,django__django-14493,1.7.0,kimi-k2-instruct-output,13,0.049554,1,mini-swe-agent-1,,
